	id	arquivo	nome	ano	km	cor	cambio	portas	preco
183	236	./dados/dados_carro\Carro-1264.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Prata	manual		32.800,00
184	237	./dados/dados_carro\Carro-1267.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Preto	manual		32.899,69
185	238	./dados/dados_carro\Carro-1268.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Marrom	manual		32.899,69
186	239	./dados/dados_carro\Carro-1269.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Prata	manual		32.899,69
187	240	./dados/dados_carro\Carro-127.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2019 / 2020	0.0	Laranja	automático	5.0	67.390,00
188	241	./dados/dados_carro\Carro-1270.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual		32.899,69
189	242	./dados/dados_carro\Carro-1271.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Vermelho	manual	4.0	33.099,00
190	243	./dados/dados_carro\Carro-1272.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Várias cores	manual	4.0	33.328,80
191	244	./dados/dados_carro\Carro-1273.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Várias cores	manual		33.328,80
192	245	./dados/dados_carro\Carro-1274.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Preto	manual	4.0	33.675,00
193	246	./dados/dados_carro\Carro-1275.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Prata	manual	5.0	33.790,00
194	247	./dados/dados_carro\Carro-1276.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Várias cores	manual		33.800,00
195	248	./dados/dados_carro\Carro-1277.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0.0	Branco	manual	4.0	35.599,00
196	249	./dados/dados_carro\Carro-1278.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0.0	Preto	manual		35.599,00
197	250	./dados/dados_carro\Carro-1279.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual		35.600,00
198	251	./dados/dados_carro\Carro-128.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0.0	Preto	automático	5.0	67.890,00
199	252	./dados/dados_carro\Carro-1280.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0.0	Preto	manual	4.0	36.330,00
200	253	./dados/dados_carro\Carro-1281.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Várias cores	manual	4.0	37.500,00
201	254	./dados/dados_carro\Carro-1282.html	Ford Ka 1.0 SE 2020	2020 / 2020	39.0	Branco	manual	4.0	37.990,00
202	255	./dados/dados_carro\Carro-1283.html	Ford Ka 1.0 SE 2020	2019 / 2020	51.423	Branco	manual	4.0	37.990,00
203	256	./dados/dados_carro\Carro-1284.html	Ford Ka 1.0 SE 2020	2019 / 2020	38.469	Branco	manual	4.0	37.990,00
204	257	./dados/dados_carro\Carro-1285.html	Ford Ka 1.0 SE 2020	2019 / 2020	9.2	Preto	manual	4.0	38.899,00
205	258	./dados/dados_carro\Carro-1286.html	Ford Ka 1.0 SE 2020	2019 / 2020	58.254	Branco	manual	4.0	38.900,00
206	259	./dados/dados_carro\Carro-1287.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual	5.0	39.100,00
207	260	./dados/dados_carro\Carro-1288.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.291000000000004	Cinza	manual	4.0	39.500,00
208	261	./dados/dados_carro\Carro-1289.html	Ford Ka 1.0 SE 2020	2019 / 2020	16.0	Prata	manual	4.0	38.790,00
209	262	./dados/dados_carro\Carro-129.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2019 / 2020	245.0	Branco	automático	4.0	67.900,00
210	263	./dados/dados_carro\Carro-1290.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Vermelho	manual	5.0	39.800,00
211	264	./dados/dados_carro\Carro-1291.html	Ford Ka 1.0 SE 2020	2019 / 2020	57.513999999999996	Branco	manual	4.0	39.900,00
212	265	./dados/dados_carro\Carro-1293.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.0	Branco	manual	4.0	40.900,00
213	266	./dados/dados_carro\Carro-1294.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Preto	manual	4.0	39.920,00
214	267	./dados/dados_carro\Carro-1295.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual	5.0	39.990,00
215	268	./dados/dados_carro\Carro-1296.html	Ford Ka 1.0 SE 2020	2019 / 2020	21.425	Branco	manual	4.0	40.000,00
216	269	./dados/dados_carro\Carro-1297.html	Ford Ka 1.5 SE Plus 2020	2019 / 2020	0.0	Não informada.	automático	4.0	40.499,00
217	270	./dados/dados_carro\Carro-1298.html	Ford Ka 1.0 SE 2020	2019 / 2020	37.0	Prata	manual	5.0	40.500,00
218	271	./dados/dados_carro\Carro-1299.html	Ford Ka 1.5 SE Plus 2020	2019 / 2020	0.0	Várias cores	manual	5.0	40.500,00
219	272	./dados/dados_carro\Carro-13.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2019 / 2019	56.0	Branco	manual	5.0	32.990,00
220	273	./dados/dados_carro\Carro-130.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0.0	Preto	automático		67.980,00
221	274	./dados/dados_carro\Carro-1300.html	Ford Ka 1.0 SE 2020	2019 / 2020	43.928000000000004	Branco	manual	4.0	40.500,00
222	275	./dados/dados_carro\Carro-1301.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.236999999999995	Cinza	manual	4.0	40.900,00
223	276	./dados/dados_carro\Carro-1302.html	Ford Ka 1.5 SE Plus 2020	2020 / 2020	0.0	Várias cores	automático	5.0	40.900,00
224	277	./dados/dados_carro\Carro-1303.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.387	Branco	manual	4.0	40.900,00
225	278	./dados/dados_carro\Carro-1304.html	Ford Ka 1.0 SE 2020	2019 / 2020	42.8	Branco	manual	4.0	40.990,00
226	279	./dados/dados_carro\Carro-1308.html	Ford Ka 1.0 SE Plus 2020	2020 / 2020	0.0	Várias cores	manual		41.900,00
227	280	./dados/dados_carro\Carro-1309.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.868	Prata	manual	4.0	41.900,00
228	281	./dados/dados_carro\Carro-131.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	automático	5.0	67.990,00
229	282	./dados/dados_carro\Carro-1310.html	Ford Ka 1.0 S 2020	2019 / 2020	0.0	Preto	manual	4.0	41.990,00
230	283	./dados/dados_carro\Carro-1312.html	Ford Ka 1.0 SE 2020	2019 / 2020	20.05	Preto	manual	5.0	41.990,00
231	284	./dados/dados_carro\Carro-1318.html	Ford Ka 1.0 SE 2020	2019 / 2020	19.985	Branco	manual	5.0	42.800,00
232	285	./dados/dados_carro\Carro-132.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	2.4	Vermelho	automático	5.0	68.500,00
233	286	./dados/dados_carro\Carro-1320.html	Ford Ka 1.0 S 2020	2019 / 2020	5.9879999999999995	Branco	manual	5.0	42.900,00
234	287	./dados/dados_carro\Carro-1321.html	Ford Ka 1.0 SE 2020	2019 / 2020	99.999	Vermelho	manual	4.0	42.913,00
235	288	./dados/dados_carro\Carro-1322.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Preto	manual	4.0	42.920,00
236	289	./dados/dados_carro\Carro-1323.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Branco	manual	4.0	42.920,00
237	290	./dados/dados_carro\Carro-1324.html	Ford Ka 1.0 S 2020	2019 / 2020	0.0	Preto	manual		42.990,00
238	291	./dados/dados_carro\Carro-1325.html	Ford Ka 1.0 S 2020	2019 / 2020	0.0	Preto	manual		42.990,00
239	292	./dados/dados_carro\Carro-1327.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.634	Prata	manual	4.0	42.990,00
240	293	./dados/dados_carro\Carro-133.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0.0	Branco	automático	5.0	62.890,00
241	294	./dados/dados_carro\Carro-1332.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Várias cores	manual		43.500,00
242	295	./dados/dados_carro\Carro-1335.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	42.84	Branco	manual	4.0	43.690,00
243	296	./dados/dados_carro\Carro-1336.html	Ford Ka 1.0 SE 2020	2019 / 2020	13.0	Cinza	manual	5.0	43.900,00
244	297	./dados/dados_carro\Carro-1337.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	43.074	Branco	manual	4.0	43.900,00
245	298	./dados/dados_carro\Carro-1338.html	Ford Ka 1.0 SE 2020	2019 / 2020	46.211000000000006	Prata	manual	4.0	43.900,00
246	299	./dados/dados_carro\Carro-1339.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.457	Cinza	manual	4.0	43.900,00
247	300	./dados/dados_carro\Carro-134.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Preto	automático	4.0	68.900,00
248	301	./dados/dados_carro\Carro-1341.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	11.5	Prata	manual	4.0	43.900,00
249	302	./dados/dados_carro\Carro-1342.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	42.663999999999994	Branco	manual	4.0	43.900,00
250	303	./dados/dados_carro\Carro-1344.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.181	Branco	manual	4.0	43.990,00
251	304	./dados/dados_carro\Carro-1345.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Branco	manual	4.0	43.990,00
252	305	./dados/dados_carro\Carro-1347.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Vermelho	manual	5.0	43.990,00
253	306	./dados/dados_carro\Carro-1348.html	Ford Ka 1.0 SE 2020	2019 / 2020	8.0	Branco	manual	5.0	43.990,00
254	307	./dados/dados_carro\Carro-1349.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.992	Preto	manual	4.0	43.990,00
255	308	./dados/dados_carro\Carro-135.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Azul	automático	5.0	68.900,00
256	309	./dados/dados_carro\Carro-1350.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Prata	manual	4.0	44.290,00
257	310	./dados/dados_carro\Carro-1351.html	Ford Ka 1.0 SE 2020	2020 / 2020	100.0	Vermelho	manual	4.0	44.490,00
258	311	./dados/dados_carro\Carro-1352.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	32.09	Preto	manual	4.0	44.500,00
259	312	./dados/dados_carro\Carro-1353.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	30.8	Branco	manual	4.0	44.900,00
260	313	./dados/dados_carro\Carro-1358.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	43.902	Cinza	manual	4.0	44.900,00
261	314	./dados/dados_carro\Carro-1359.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	41.123000000000005	Prata	manual	4.0	44.900,00
262	315	./dados/dados_carro\Carro-136.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	14.0	Branco	automático	4.0	69.990,00
263	316	./dados/dados_carro\Carro-1360.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	41.0	Vermelho	manual	4.0	44.900,00
264	317	./dados/dados_carro\Carro-1363.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Cinza	manual		44.990,00
265	318	./dados/dados_carro\Carro-1364.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Preto	manual		44.990,00
266	319	./dados/dados_carro\Carro-1366.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Prata	manual	4.0	44.990,00
267	320	./dados/dados_carro\Carro-1367.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Cinza	manual		44.990,00
268	321	./dados/dados_carro\Carro-1368.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	31.6	Cinza	manual	4.0	44.990,00
269	322	./dados/dados_carro\Carro-137.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	4.0	68.990,00
270	323	./dados/dados_carro\Carro-1375.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Branco	manual	4.0	44.990,00
271	324	./dados/dados_carro\Carro-1378.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	37.0	Preto	manual	4.0	44.990,00
272	325	./dados/dados_carro\Carro-1379.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Vermelho	manual	5.0	45.700,00
273	327	./dados/dados_carro\Carro-1380.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.625	Branco	manual	4.0	45.710,00
274	328	./dados/dados_carro\Carro-1381.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.729	Prata	manual	4.0	45.710,00
275	329	./dados/dados_carro\Carro-1382.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.596	Branco	manual	4.0	45.710,00
276	330	./dados/dados_carro\Carro-1383.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.395	Cinza	manual	4.0	45.710,00
277	331	./dados/dados_carro\Carro-1384.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Prata	manual	4.0	45.890,00
278	332	./dados/dados_carro\Carro-1385.html	Ford Ka 1.0 SE 2020	2019 / 2020	10.04	Preto	manual	4.0	45.900,00
279	333	./dados/dados_carro\Carro-1386.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual	4.0	45.900,00
280	334	./dados/dados_carro\Carro-1387.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual	4.0	45.900,00
281	335	./dados/dados_carro\Carro-1388.html	Ford Ka 1.0 SE Plus 2020	2020 / 2020	0.0	Branco	manual	4.0	45.900,00
282	336	./dados/dados_carro\Carro-139.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0.0	Preto	automático	5.0	69.490,00
283	337	./dados/dados_carro\Carro-1390.html	Ford Ka 1.0 SE 2020	2019 / 2020	12.0	Preto	manual	5.0	45.900,00
284	338	./dados/dados_carro\Carro-1392.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Várias cores	manual	4.0	45.990,00
285	339	./dados/dados_carro\Carro-1393.html	Ford Ka 1.0 S 2020	2020 / 2020	0.0	Preto	manual	4.0	45.990,00
286	340	./dados/dados_carro\Carro-1395.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Preto	manual	5.0	45.990,00
287	343	./dados/dados_carro\Carro-1398.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Vermelho	manual	5.0	45.990,00
288	344	./dados/dados_carro\Carro-1399.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual	5.0	45.990,00
289	345	./dados/dados_carro\Carro-14.html	Chevrolet Onix 1.0 LT SPE/4 2019	2019 / 2019	35.25	Preto	manual	4.0	34.320,00
290	346	./dados/dados_carro\Carro-140.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	5.0	69.490,00
291	347	./dados/dados_carro\Carro-1400.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Cinza	manual	4.0	45.990,00
292	351	./dados/dados_carro\Carro-1406.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0.0	Prata	manual	4.0	45.999,00
293	352	./dados/dados_carro\Carro-1407.html	Ford Ka 1.5 SE Plus (Aut) 2020	2020 / 2020	0.0	Branco	automático	5.0	46.183,00
294	353	./dados/dados_carro\Carro-1409.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	12.578	Branco	manual	4.0	46.590,00
295	354	./dados/dados_carro\Carro-141.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0.0	Branco	automático		69.590,00
296	355	./dados/dados_carro\Carro-1412.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	5.0	Branco	manual	4.0	46.900,00
297	356	./dados/dados_carro\Carro-1413.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual		46.990,00
298	357	./dados/dados_carro\Carro-1416.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual	4.0	47.890,00
299	358	./dados/dados_carro\Carro-1417.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	9.254	Cinza	manual	4.0	47.920,00
300	359	./dados/dados_carro\Carro-1418.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Preto	manual	5.0	47.990,00
301	360	./dados/dados_carro\Carro-1419.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual	4.0	47.990,00
302	361	./dados/dados_carro\Carro-142.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Azul	automático	4.0	76.900,00
303	362	./dados/dados_carro\Carro-1420.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	27.0	Vermelho	manual	4.0	39.900,00
304	363	./dados/dados_carro\Carro-1421.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	44.31100000000001	Branco	manual		39.900,00
305	364	./dados/dados_carro\Carro-1425.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	111.0	Prata	manual	5.0	40.000,00
306	365	./dados/dados_carro\Carro-1426.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	26.107	Prata	manual	4.0	40.900,00
307	366	./dados/dados_carro\Carro-1428.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	26.068	Prata	manual	4.0	40.900,00
308	367	./dados/dados_carro\Carro-143.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	4.0	69.900,00
309	368	./dados/dados_carro\Carro-1431.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	33.161	Vermelho	manual	5.0	40.990,00
310	369	./dados/dados_carro\Carro-1432.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	16.432000000000002	Vermelho	manual	4.0	41.899,00
311	370	./dados/dados_carro\Carro-1434.html	Ford Ka 1.5 SE (Flex) 2019	2018 / 2019	30.0	Branco	manual	4.0	44.000,00
312	371	./dados/dados_carro\Carro-1435.html	Ford Ka 1.5 SE (Aut) 2019	2018 / 2019	32.0	Prata	automático		44.890,00
313	372	./dados/dados_carro\Carro-1436.html	Ford Ka 1.5 SE (Flex) 2019	2019 / 2019	23.8	Branco	manual	5.0	44.900,00
314	373	./dados/dados_carro\Carro-1437.html	Ford Ka 1.5 SE (Aut) 2019	2019 / 2019	17.989	Branco	automático	5.0	48.900,00
315	374	./dados/dados_carro\Carro-1438.html	Ford Ka 1.5 SE (Aut) 2019	2019 / 2019	22.0	Vermelho	automático	4.0	48.990,00
316	375	./dados/dados_carro\Carro-1439.html	Ford Ka 1.5 Freestyle (Aut) 2019	2019 / 2019	39.931999999999995	Branco	automático	3.0	49.900,00
317	376	./dados/dados_carro\Carro-144.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	4.0	69.990,00
318	377	./dados/dados_carro\Carro-1441.html	Ford Ka 1.0 SE 2020	2020 / 2020	1.0	Branco	manual	4.0	47.990,00
319	378	./dados/dados_carro\Carro-1442.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Prata	manual	5.0	47.990,00
320	379	./dados/dados_carro\Carro-1443.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	0.0	Branco	manual	5.0	48.990,00
321	380	./dados/dados_carro\Carro-1444.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Cinza	manual	4.0	48.990,00
322	381	./dados/dados_carro\Carro-1445.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Vermelho	manual	4.0	48.990,00
323	382	./dados/dados_carro\Carro-1446.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual		48.990,00
324	383	./dados/dados_carro\Carro-1449.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	0.0	Branco	manual	4.0	49.790,00
325	384	./dados/dados_carro\Carro-145.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Preto	automático	4.0	69.990,00
326	385	./dados/dados_carro\Carro-1450.html	Ford Ka 1.0 SE Plus 2020	2020 / 2020	0.0	Preto	manual	4.0	49.900,00
327	386	./dados/dados_carro\Carro-1451.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Vermelho	manual	5.0	49.910,00
328	387	./dados/dados_carro\Carro-1452.html	Ford Ka 1.0 SE 2020	2020 / 2020	0.0	Branco	manual	5.0	49.910,00
329	388	./dados/dados_carro\Carro-1453.html	Ford Ka 1.0 SE 2020	2019 / 2020	0.0	Branco	manual		49.990,00
330	389	./dados/dados_carro\Carro-1454.html	Ford Ka 1.5 SE Plus 2020	2019 / 2020	0.0	Não informada.	manual	4.0	49.990,00
331	390	./dados/dados_carro\Carro-1455.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual	4.0	49.990,00
332	391	./dados/dados_carro\Carro-1457.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0.0	Branco	manual		50.990,00
333	392	./dados/dados_carro\Carro-1458.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	23.258000000000003	Branco	manual	4.0	50.990,00
334	393	./dados/dados_carro\Carro-1459.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	0.0	Cinza	manual	4.0	51.000,00
335	394	./dados/dados_carro\Carro-146.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0.0	Vermelho	automático	5.0	69.990,00
336	395	./dados/dados_carro\Carro-1460.html	Ford Ka 1.5 Freestyle (Aut) 2019	2019 / 2019	55.011	Branco	automático	4.0	49.990,00
337	396	./dados/dados_carro\Carro-1461.html	Ford Ka 1.5 SE (Aut) 2019	2019 / 2019	1.9	Vermelho	automático	5.0	53.990,00
338	397	./dados/dados_carro\Carro-1462.html	Ford Ka 1.0 SE (Flex) 2018	2018 / 2018	29.0	Prata	manual	4.0	33.400,00
339	398	./dados/dados_carro\Carro-1463.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	62.0	Branco	manual		34.800,00
340	399	./dados/dados_carro\Carro-1464.html	Ford Ka 1.0 SE (Flex) 2018	2018 / 2018	84.0	Branco	manual	4.0	34.899,00
341	400	./dados/dados_carro\Carro-1465.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	70.6	Branco	manual		34.900,00
342	401	./dados/dados_carro\Carro-1466.html	Ford Ka 1.0 SE (Flex) 2018	2018 / 2018	81.652	Prata	manual	4.0	34.900,00
343	402	./dados/dados_carro\Carro-1467.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	110.0	Branco	manual	4.0	34.990,00
344	403	./dados/dados_carro\Carro-1468.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	32.8	Branco	manual	5.0	34.999,00
345	404	./dados/dados_carro\Carro-1469.html	Ford Ka 1.5 SE (Flex) 2018	2017 / 2018	200.0	Branco	manual	4.0	35.120,00
346	405	./dados/dados_carro\Carro-147.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0.0	Preto	automático	5.0	69.990,00
347	406	./dados/dados_carro\Carro-1473.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	83.0	Vermelho	manual	4.0	36.000,00
348	407	./dados/dados_carro\Carro-1476.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	111.111	Prata	manual	5.0	36.900,00
349	408	./dados/dados_carro\Carro-1478.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	44.0	Branco	manual	5.0	37.800,00
350	410	./dados/dados_carro\Carro-1480.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	69.098	Branco	manual	4.0	37.890,00
351	411	./dados/dados_carro\Carro-1481.html	Ford Ka 1.5 SE (Flex) 2018	2017 / 2018	68.013	Branco	manual		37.890,00
352	412	./dados/dados_carro\Carro-1482.html	Ford Ka 1.0 SE (Flex) 2018	2018 / 2018	45.0	Branco	manual	4.0	37.900,00
353	413	./dados/dados_carro\Carro-1483.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	30.0	Branco	manual	5.0	37.990,00
354	414	./dados/dados_carro\Carro-1484.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	30.8	Prata	manual	4.0	37.990,00
355	415	./dados/dados_carro\Carro-1485.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	38.0	Branco	manual	4.0	38.000,00
356	416	./dados/dados_carro\Carro-1486.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	0.0	Preto	manual	4.0	38.900,00
357	417	./dados/dados_carro\Carro-1489.html	Ford Ka 1.5 SE (Flex) 2018	2017 / 2018	54.368	Preto	manual	4.0	38.990,00
358	418	./dados/dados_carro\Carro-149.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0.0	Laranja	automático	5.0	69.990,00
359	419	./dados/dados_carro\Carro-1491.html	Ford Ka 1.0 SE (Flex) 2018	2017 / 2018	76.0	Vermelho	manual	4.0	39.900,00
360	420	./dados/dados_carro\Carro-1492.html	Ford Ka 1.5 SE (Flex) 2018	2018 / 2018	58.068000000000005	Branco	manual		40.990,00
361	421	./dados/dados_carro\Carro-1493.html	Ford Ka 1.5 SE Plus (Flex) 2018	2018 / 2018	11.354000000000001	Preto	manual	4.0	41.900,00
362	422	./dados/dados_carro\Carro-1495.html	Ford Ka 1.5 SEL (Flex) 2017	2016 / 2017	200.0	Preto	manual	5.0	31.493,00
363	423	./dados/dados_carro\Carro-1497.html	Ford Ka 1.0 SE Plus (Flex) 2017	2017 / 2017	58.578	Preto	manual	5.0	31.990,00
364	424	./dados/dados_carro\Carro-1498.html	Ford Ka 1.0 SE (Flex) 2017	2016 / 2017	99.0	Branco	manual	4.0	32.900,00
365	425	./dados/dados_carro\Carro-1499.html	Ford Ka 1.0 SE (Flex) 2017	2017 / 2017	58.0	Preto	manual	5.0	33.890,00
366	426	./dados/dados_carro\Carro-15.html	Chevrolet Onix 1.4 LT SPE/4 2019	2019 / 2019	111.0	Preto	manual	4.0	35.120,00
367	427	./dados/dados_carro\Carro-150.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0.0	Preto	automático	5.0	69.999,00
368	428	./dados/dados_carro\Carro-1500.html	Ford Ka 1.0 SE (Flex) 2017	2016 / 2017	95.824	Branco	manual	4.0	33.900,00
369	429	./dados/dados_carro\Carro-1504.html	Ford Ka 1.5 SE (Flex) 2017	2016 / 2017	39.0	Prata	manual	4.0	35.799,00
