	arquivo	nome	ano	km	cor	cambio	portas	preco
189	./dados/dados_carro\Carro-1208.html	Ford Ka 1.0 SE 2020	2019 / 2020	10.075 	Preto	manual	4.0	43.000,00
190	./dados/dados_carro\Carro-121.html	Chevrolet Onix 1.0 Turbo LT 2020	2020 / 2020	0	Prata	manual	4.0	64.999,00
191	./dados/dados_carro\Carro-1211.html	Ford Ka 1.0 SE 2020	2019 / 2020	3.000 	Vermelho	manual	5.0	43.990,00
192	./dados/dados_carro\Carro-1212.html	Ford Ka 1.0 SE 2020	2019 / 2020	28.000 	Cinza	manual	4.0	43.990,00
193	./dados/dados_carro\Carro-1213.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	16.892 	Preto	manual	4.0	30.431,00
194	./dados/dados_carro\Carro-1214.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	38.633 	Branco	manual	5.0	36.977,00
195	./dados/dados_carro\Carro-1216.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	40.800 	Prata	manual	4.0	37.900,00
196	./dados/dados_carro\Carro-1217.html	Ford Ka 1.0 SE Plus (Flex) 2019	2018 / 2019	59.000 	Prata	manual	4.0	38.000,00
197	./dados/dados_carro\Carro-1218.html	Ford Ka 1.0 SE Plus (Flex) 2019	2018 / 2019	60.000 	Preto	manual	4.0	38.900,00
198	./dados/dados_carro\Carro-122.html	Chevrolet Onix 1.0 Turbo LTZ 2020	2020 / 2020	0	Laranja	manual	5.0	65.990,00
199	./dados/dados_carro\Carro-1220.html	Ford Ka 1.0 SE 2021	2020 / 2021	0	Não informada.	manual		50.740,00
200	./dados/dados_carro\Carro-1221.html	Ford Ka 1.0 SE Plus 2021	2020 / 2021	0	Preto	manual	5.0	50.990,00
201	./dados/dados_carro\Carro-1222.html	Ford Ka 1.0 SE Plus 2021	2020 / 2021	0	Prata	manual	4.0	51.123,00
202	./dados/dados_carro\Carro-1223.html	Ford Ka 1.0 SE Plus 2021	2020 / 2021	0	Preto	manual	4.0	51.148,00
203	./dados/dados_carro\Carro-1225.html	Ford Ka 1.0 SE 2021	2020 / 2021	0	Vermelho	manual	5.0	51.440,00
204	./dados/dados_carro\Carro-1228.html	Ford Ka 1.0 SE Plus 2021	2020 / 2021	0	Não informada.	manual		54.490,00
205	./dados/dados_carro\Carro-1229.html	Ford Ka 1.0 Freestyle 2021	2020 / 2021	0	Preto	manual		54.990,00
206	./dados/dados_carro\Carro-123.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0	Prata	automático	5.0	65.990,00
207	./dados/dados_carro\Carro-1230.html	Ford Ka 1.0 Freestyle 2021	2020 / 2021	0	Preto	manual	4.0	56.990,00
208	./dados/dados_carro\Carro-1232.html	Ford Ka 1.5 SE Plus (Aut) 2021	2020 / 2021	0	Prata	automático		59.980,00
209	./dados/dados_carro\Carro-1233.html	Ford Ka 1.5 SE Plus (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	60.002,00
210	./dados/dados_carro\Carro-1234.html	Ford Ka 1.5 SE Plus (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	60.002,00
211	./dados/dados_carro\Carro-1235.html	Ford Ka 1.5 SE Plus (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	60.002,00
212	./dados/dados_carro\Carro-1236.html	Ford Ka 1.0 Freestyle 2021	2020 / 2021	0	manual			60.590,00
213	./dados/dados_carro\Carro-1237.html	Ford Ka 1.0 Freestyle 2021	2020 / 2021	0	Branco	manual	5.0	60.590,00
214	./dados/dados_carro\Carro-1238.html	Ford Ka 1.0 Freestyle 2021	2020 / 2021	0	Branco	manual	5.0	61.290,00
215	./dados/dados_carro\Carro-1239.html	Ford Ka 1.5 Freestyle (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	66.990,00
216	./dados/dados_carro\Carro-1240.html	Ford Ka 1.5 Freestyle (Aut) 2021	2020 / 2021	0	Não informada.	automático		68.490,00
217	./dados/dados_carro\Carro-1241.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Preto	manual		31.492,80
218	./dados/dados_carro\Carro-1242.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Várias cores	manual	4.0	31.492,80
219	./dados/dados_carro\Carro-1243.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Vermelho	manual		31.492,80
220	./dados/dados_carro\Carro-1244.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Várias cores	manual		31.492,80
221	./dados/dados_carro\Carro-1245.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Branco	manual		31.492,80
222	./dados/dados_carro\Carro-1246.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Vermelho	manual		31.492,80
223	./dados/dados_carro\Carro-1249.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Vinho	manual	5.0	31.492,80
224	./dados/dados_carro\Carro-125.html	Chevrolet Onix 1.0 Turbo LT 2020	2020 / 2020	0	Branco	manual	4.0	67.290,00
225	./dados/dados_carro\Carro-1254.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual		31.494,00
226	./dados/dados_carro\Carro-1255.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Branco	manual	4.0	34.930,00
227	./dados/dados_carro\Carro-1256.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual		32.068,08
228	./dados/dados_carro\Carro-1257.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual		32.068,08
229	./dados/dados_carro\Carro-1258.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual	5.0	32.122,08
230	./dados/dados_carro\Carro-1259.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual	5.0	32.122,08
231	./dados/dados_carro\Carro-126.html	Chevrolet Onix 1.0 Turbo LTZ 2020	2019 / 2020	0	Laranja	automático	5.0	67.390,00
232	./dados/dados_carro\Carro-1260.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Várias cores	manual	5.0	32.122,08
233	./dados/dados_carro\Carro-1261.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Vermelho	manual	5.0	32.122,08
234	./dados/dados_carro\Carro-1262.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Vermelho	manual		32.498,00
235	./dados/dados_carro\Carro-1263.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Várias cores	manual		32.499,00
236	./dados/dados_carro\Carro-1264.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Prata	manual		32.800,00
237	./dados/dados_carro\Carro-1267.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual		32.899,69
238	./dados/dados_carro\Carro-1268.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Marrom	manual		32.899,69
239	./dados/dados_carro\Carro-1269.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Prata	manual		32.899,69
240	./dados/dados_carro\Carro-127.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2019 / 2020	0	Laranja	automático	5.0	67.390,00
241	./dados/dados_carro\Carro-1270.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual		32.899,69
242	./dados/dados_carro\Carro-1271.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Vermelho	manual	4.0	33.099,00
243	./dados/dados_carro\Carro-1272.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Várias cores	manual	4.0	33.328,80
244	./dados/dados_carro\Carro-1273.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Várias cores	manual		33.328,80
245	./dados/dados_carro\Carro-1274.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Preto	manual	4.0	33.675,00
246	./dados/dados_carro\Carro-1275.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Prata	manual	5.0	33.790,00
247	./dados/dados_carro\Carro-1276.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Várias cores	manual		33.800,00
248	./dados/dados_carro\Carro-1277.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0	Branco	manual	4.0	35.599,00
249	./dados/dados_carro\Carro-1278.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0	Preto	manual		35.599,00
250	./dados/dados_carro\Carro-1279.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Preto	manual		35.600,00
251	./dados/dados_carro\Carro-128.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	67.890,00
252	./dados/dados_carro\Carro-1280.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0	Preto	manual	4.0	36.330,00
253	./dados/dados_carro\Carro-1281.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Várias cores	manual	4.0	37.500,00
254	./dados/dados_carro\Carro-1282.html	Ford Ka 1.0 SE 2020	2020 / 2020	39.000 	Branco	manual	4.0	37.990,00
255	./dados/dados_carro\Carro-1283.html	Ford Ka 1.0 SE 2020	2019 / 2020	51.423 	Branco	manual	4.0	37.990,00
256	./dados/dados_carro\Carro-1284.html	Ford Ka 1.0 SE 2020	2019 / 2020	38.469 	Branco	manual	4.0	37.990,00
257	./dados/dados_carro\Carro-1285.html	Ford Ka 1.0 SE 2020	2019 / 2020	9.200 	Preto	manual	4.0	38.899,00
258	./dados/dados_carro\Carro-1286.html	Ford Ka 1.0 SE 2020	2019 / 2020	58.254 	Branco	manual	4.0	38.900,00
259	./dados/dados_carro\Carro-1287.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual	5.0	39.100,00
260	./dados/dados_carro\Carro-1288.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.291 	Cinza	manual	4.0	39.500,00
261	./dados/dados_carro\Carro-1289.html	Ford Ka 1.0 SE 2020	2019 / 2020	16.000 	Prata	manual	4.0	38.790,00
262	./dados/dados_carro\Carro-129.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2019 / 2020	245 	Branco	automático	4.0	67.900,00
263	./dados/dados_carro\Carro-1290.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Vermelho	manual	5.0	39.800,00
264	./dados/dados_carro\Carro-1291.html	Ford Ka 1.0 SE 2020	2019 / 2020	57.514 	Branco	manual	4.0	39.900,00
265	./dados/dados_carro\Carro-1293.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.000 	Branco	manual	4.0	40.900,00
266	./dados/dados_carro\Carro-1294.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Preto	manual	4.0	39.920,00
267	./dados/dados_carro\Carro-1295.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual	5.0	39.990,00
268	./dados/dados_carro\Carro-1296.html	Ford Ka 1.0 SE 2020	2019 / 2020	21.425 	Branco	manual	4.0	40.000,00
269	./dados/dados_carro\Carro-1297.html	Ford Ka 1.5 SE Plus 2020	2019 / 2020	0	Não informada.	automático	4.0	40.499,00
270	./dados/dados_carro\Carro-1298.html	Ford Ka 1.0 SE 2020	2019 / 2020	37.000 	Prata	manual	5.0	40.500,00
271	./dados/dados_carro\Carro-1299.html	Ford Ka 1.5 SE Plus 2020	2019 / 2020	0	Várias cores	manual	5.0	40.500,00
272	./dados/dados_carro\Carro-13.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2019 / 2019	56.000 	Branco	manual	5.0	32.990,00
273	./dados/dados_carro\Carro-130.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Preto	automático		67.980,00
274	./dados/dados_carro\Carro-1300.html	Ford Ka 1.0 SE 2020	2019 / 2020	43.928 	Branco	manual	4.0	40.500,00
275	./dados/dados_carro\Carro-1301.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.237 	Cinza	manual	4.0	40.900,00
276	./dados/dados_carro\Carro-1302.html	Ford Ka 1.5 SE Plus 2020	2020 / 2020	0	Várias cores	automático	5.0	40.900,00
277	./dados/dados_carro\Carro-1303.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.387 	Branco	manual	4.0	40.900,00
278	./dados/dados_carro\Carro-1304.html	Ford Ka 1.0 SE 2020	2019 / 2020	42.800 	Branco	manual	4.0	40.990,00
279	./dados/dados_carro\Carro-1308.html	Ford Ka 1.0 SE Plus 2020	2020 / 2020	0	Várias cores	manual		41.900,00
280	./dados/dados_carro\Carro-1309.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.868 	Prata	manual	4.0	41.900,00
281	./dados/dados_carro\Carro-131.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0	Preto	automático	5.0	67.990,00
282	./dados/dados_carro\Carro-1310.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Preto	manual	4.0	41.990,00
283	./dados/dados_carro\Carro-1312.html	Ford Ka 1.0 SE 2020	2019 / 2020	20.050 	Preto	manual	5.0	41.990,00
284	./dados/dados_carro\Carro-1318.html	Ford Ka 1.0 SE 2020	2019 / 2020	19.985 	Branco	manual	5.0	42.800,00
285	./dados/dados_carro\Carro-132.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	2.400 	Vermelho	automático	5.0	68.500,00
286	./dados/dados_carro\Carro-1320.html	Ford Ka 1.0 S 2020	2019 / 2020	5.988 	Branco	manual	5.0	42.900,00
287	./dados/dados_carro\Carro-1321.html	Ford Ka 1.0 SE 2020	2019 / 2020	99.999 	Vermelho	manual	4.0	42.913,00
288	./dados/dados_carro\Carro-1322.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Preto	manual	4.0	42.920,00
289	./dados/dados_carro\Carro-1323.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Branco	manual	4.0	42.920,00
290	./dados/dados_carro\Carro-1324.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Preto	manual		42.990,00
291	./dados/dados_carro\Carro-1325.html	Ford Ka 1.0 S 2020	2019 / 2020	0	Preto	manual		42.990,00
292	./dados/dados_carro\Carro-1327.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.634 	Prata	manual	4.0	42.990,00
293	./dados/dados_carro\Carro-133.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0	Branco	automático	5.0	62.890,00
294	./dados/dados_carro\Carro-1332.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Várias cores	manual		43.500,00
295	./dados/dados_carro\Carro-1335.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	42.840 	Branco	manual	4.0	43.690,00
296	./dados/dados_carro\Carro-1336.html	Ford Ka 1.0 SE 2020	2019 / 2020	13.000 	Cinza	manual	5.0	43.900,00
297	./dados/dados_carro\Carro-1337.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	43.074 	Branco	manual	4.0	43.900,00
298	./dados/dados_carro\Carro-1338.html	Ford Ka 1.0 SE 2020	2019 / 2020	46.211 	Prata	manual	4.0	43.900,00
299	./dados/dados_carro\Carro-1339.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.457 	Cinza	manual	4.0	43.900,00
300	./dados/dados_carro\Carro-134.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	4.0	68.900,00
301	./dados/dados_carro\Carro-1341.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	11.500 	Prata	manual	4.0	43.900,00
302	./dados/dados_carro\Carro-1342.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	42.664 	Branco	manual	4.0	43.900,00
303	./dados/dados_carro\Carro-1344.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.181 	Branco	manual	4.0	43.990,00
304	./dados/dados_carro\Carro-1345.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Branco	manual	4.0	43.990,00
305	./dados/dados_carro\Carro-1347.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Vermelho	manual	5.0	43.990,00
306	./dados/dados_carro\Carro-1348.html	Ford Ka 1.0 SE 2020	2019 / 2020	8.000 	Branco	manual	5.0	43.990,00
307	./dados/dados_carro\Carro-1349.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.992 	Preto	manual	4.0	43.990,00
308	./dados/dados_carro\Carro-135.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Azul	automático	5.0	68.900,00
309	./dados/dados_carro\Carro-1350.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Prata	manual	4.0	44.290,00
310	./dados/dados_carro\Carro-1351.html	Ford Ka 1.0 SE 2020	2020 / 2020	100 	Vermelho	manual	4.0	44.490,00
311	./dados/dados_carro\Carro-1352.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	32.090 	Preto	manual	4.0	44.500,00
312	./dados/dados_carro\Carro-1353.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	30.800 	Branco	manual	4.0	44.900,00
313	./dados/dados_carro\Carro-1358.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	43.902 	Cinza	manual	4.0	44.900,00
314	./dados/dados_carro\Carro-1359.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	41.123 	Prata	manual	4.0	44.900,00
315	./dados/dados_carro\Carro-136.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	14.000 	Branco	automático	4.0	69.990,00
316	./dados/dados_carro\Carro-1360.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	41.000 	Vermelho	manual	4.0	44.900,00
317	./dados/dados_carro\Carro-1363.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Cinza	manual		44.990,00
318	./dados/dados_carro\Carro-1364.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual		44.990,00
319	./dados/dados_carro\Carro-1366.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Prata	manual	4.0	44.990,00
320	./dados/dados_carro\Carro-1367.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Cinza	manual		44.990,00
321	./dados/dados_carro\Carro-1368.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	31.600 	Cinza	manual	4.0	44.990,00
322	./dados/dados_carro\Carro-137.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Vermelho	automático	4.0	68.990,00
323	./dados/dados_carro\Carro-1375.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Branco	manual	4.0	44.990,00
324	./dados/dados_carro\Carro-1378.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	37.000 	Preto	manual	4.0	44.990,00
325	./dados/dados_carro\Carro-1379.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Vermelho	manual	5.0	45.700,00
326	./dados/dados_carro\Carro-138.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Vermelho	automático	4.0	68.990,00
327	./dados/dados_carro\Carro-1380.html	Ford Ka 1.0 SE 2020	2019 / 2020	41.625 	Branco	manual	4.0	45.710,00
328	./dados/dados_carro\Carro-1381.html	Ford Ka 1.0 SE 2020	2019 / 2020	40.729 	Prata	manual	4.0	45.710,00
329	./dados/dados_carro\Carro-1382.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.596 	Branco	manual	4.0	45.710,00
330	./dados/dados_carro\Carro-1383.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	40.395 	Cinza	manual	4.0	45.710,00
331	./dados/dados_carro\Carro-1384.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Prata	manual	4.0	45.890,00
332	./dados/dados_carro\Carro-1385.html	Ford Ka 1.0 SE 2020	2019 / 2020	10.040 	Preto	manual	4.0	45.900,00
333	./dados/dados_carro\Carro-1386.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Preto	manual	4.0	45.900,00
334	./dados/dados_carro\Carro-1387.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual	4.0	45.900,00
335	./dados/dados_carro\Carro-1388.html	Ford Ka 1.0 SE Plus 2020	2020 / 2020	0	Branco	manual	4.0	45.900,00
336	./dados/dados_carro\Carro-139.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	69.490,00
337	./dados/dados_carro\Carro-1390.html	Ford Ka 1.0 SE 2020	2019 / 2020	12.000 	Preto	manual	5.0	45.900,00
338	./dados/dados_carro\Carro-1392.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Várias cores	manual	4.0	45.990,00
339	./dados/dados_carro\Carro-1393.html	Ford Ka 1.0 S 2020	2020 / 2020	0	Preto	manual	4.0	45.990,00
340	./dados/dados_carro\Carro-1395.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
341	./dados/dados_carro\Carro-1396.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
342	./dados/dados_carro\Carro-1397.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
343	./dados/dados_carro\Carro-1398.html	Ford Ka 1.0 SE 2020	2019 / 2020	0	Vermelho	manual	5.0	45.990,00
344	./dados/dados_carro\Carro-1399.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual	5.0	45.990,00
345	./dados/dados_carro\Carro-14.html	Chevrolet Onix 1.0 LT SPE/4 2019	2019 / 2019	35.250 	Preto	manual	4.0	34.320,00
346	./dados/dados_carro\Carro-140.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Vermelho	automático	5.0	69.490,00
347	./dados/dados_carro\Carro-1400.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Cinza	manual	4.0	45.990,00
348	./dados/dados_carro\Carro-1401.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
349	./dados/dados_carro\Carro-1402.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
350	./dados/dados_carro\Carro-1405.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Branco	manual	5.0	45.990,00
351	./dados/dados_carro\Carro-1406.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	0	Prata	manual	4.0	45.999,00
352	./dados/dados_carro\Carro-1407.html	Ford Ka 1.5 SE Plus (Aut) 2020	2020 / 2020	0	Branco	automático	5.0	46.183,00
353	./dados/dados_carro\Carro-1409.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	12.578 	Branco	manual	4.0	46.590,00
354	./dados/dados_carro\Carro-141.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Branco	automático		69.590,00
355	./dados/dados_carro\Carro-1412.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	5.000 	Branco	manual	4.0	46.900,00
356	./dados/dados_carro\Carro-1413.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Branco	manual		46.990,00
357	./dados/dados_carro\Carro-1416.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Branco	manual	4.0	47.890,00
358	./dados/dados_carro\Carro-1417.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2019 / 2020	9.254 	Cinza	manual	4.0	47.920,00
359	./dados/dados_carro\Carro-1418.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Preto	manual	5.0	47.990,00
360	./dados/dados_carro\Carro-1419.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Branco	manual	4.0	47.990,00
361	./dados/dados_carro\Carro-142.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Azul	automático	4.0	76.900,00
362	./dados/dados_carro\Carro-1420.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	27.000 	Vermelho	manual	4.0	39.900,00
363	./dados/dados_carro\Carro-1421.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	44.311 	Branco	manual		39.900,00
364	./dados/dados_carro\Carro-1425.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	111 	Prata	manual	5.0	40.000,00
365	./dados/dados_carro\Carro-1426.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	26.107 	Prata	manual	4.0	40.900,00
366	./dados/dados_carro\Carro-1428.html	Ford Ka 1.0 SE (Flex) 2019	2018 / 2019	26.068 	Prata	manual	4.0	40.900,00
367	./dados/dados_carro\Carro-143.html	Chevrolet Onix 1.0 Turbo LTZ (Aut) 2020	2020 / 2020	0	Vermelho	automático	4.0	69.900,00
368	./dados/dados_carro\Carro-1431.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	33.161 	Vermelho	manual	5.0	40.990,00
369	./dados/dados_carro\Carro-1432.html	Ford Ka 1.0 SE (Flex) 2019	2019 / 2019	16.432 	Vermelho	manual	4.0	41.899,00
370	./dados/dados_carro\Carro-1434.html	Ford Ka 1.5 SE (Flex) 2019	2018 / 2019	30.000 	Branco	manual	4.0	44.000,00
371	./dados/dados_carro\Carro-1435.html	Ford Ka 1.5 SE (Aut) 2019	2018 / 2019	32.000 	Prata	automático		44.890,00
372	./dados/dados_carro\Carro-1436.html	Ford Ka 1.5 SE (Flex) 2019	2019 / 2019	23.800 	Branco	manual	5.0	44.900,00
373	./dados/dados_carro\Carro-1437.html	Ford Ka 1.5 SE (Aut) 2019	2019 / 2019	17.989 	Branco	automático	5.0	48.900,00
374	./dados/dados_carro\Carro-1438.html	Ford Ka 1.5 SE (Aut) 2019	2019 / 2019	22.000 	Vermelho	automático	4.0	48.990,00
375	./dados/dados_carro\Carro-1439.html	Ford Ka 1.5 Freestyle (Aut) 2019	2019 / 2019	39.932 	Branco	automático	3.0	49.900,00
376	./dados/dados_carro\Carro-144.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Vermelho	automático	4.0	69.990,00
377	./dados/dados_carro\Carro-1441.html	Ford Ka 1.0 SE 2020	2020 / 2020	1.000 	Branco	manual	4.0	47.990,00
378	./dados/dados_carro\Carro-1442.html	Ford Ka 1.0 SE 2020	2020 / 2020	0	Prata	manual	5.0	47.990,00
379	./dados/dados_carro\Carro-1443.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	0	Branco	manual	5.0	48.990,00
380	./dados/dados_carro\Carro-1444.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Cinza	manual	4.0	48.990,00
381	./dados/dados_carro\Carro-1445.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Vermelho	manual	4.0	48.990,00
382	./dados/dados_carro\Carro-1446.html	Ford Ka Sedan SE 1.0 (Flex) 2020	2020 / 2020	0	Branco	manual		48.990,00
383	./dados/dados_carro\Carro-1449.html	Ford Ka 1.0 SE Plus 2020	2019 / 2020	0	Branco	manual	4.0	49.790,00
