	nome	ano	km	cor	cambio	portas	preco	flex
880	Jeep Renegade 1.8 Sport 	2019	54.117	Prata	automático	4.0	71790.0	0.0
881	Chevrolet Onix 1.0 Joy SPE/4 	2019	50.0	Branco	manual	4.0	37850.0	0.0
882	Jeep Renegade 1.8 Sport 	2019	50.0	Vermelho	automático	4.0	71790.0	0.0
883	Jeep Renegade 1.8 Limited 	2019	40.128	Cinza	automático	3.0	71900.0	1.0
884	Jeep Renegade 1.8 Sport 	2019	13.6	Preto	automático	4.0	71900.0	0.0
885	Jeep Renegade 1.8 Longitude 	2019	38.954	Branco	automático	4.0	71900.0	0.0
886	Jeep Renegade 1.8 Longitude 	2019	20.5	Branco	automático	4.0	71999.0	0.0
887	Chevrolet Onix 1.0 Joy SPE/4 	2019	36.98	Cinza	manual	5.0	37890.0	0.0
888	Jeep Renegade 1.8 	2017	44.0	Preto	manual	4.0	56900.0	1.0
889	Jeep Renegade Sport 1.8 	2017	51.65	Branco	manual	4.0	65000.0	1.0
890	Jeep Renegade Sport 1.8 	2017	36.94	Cinza	automático	5.0	66900.0	1.0
891	Jeep Renegade Longitude 1.8 	2017	59.0	Cinza	automático	4.0	67899.0	1.0
892	Jeep Renegade Sport 1.8 	2016	0.0	Vermelho	automático	4.0	52900.0	1.0
893	Jeep Renegade 1.8 	2016	50.0	Preto	automático	4.0	55000.0	1.0
894	Jeep Renegade Sport 1.8 	2016	77.0	Branco	manual	5.0	55900.0	1.0
895	Jeep Renegade Sport 1.8 	2016	53.0	Preto	automático	4.0	55900.0	1.0
896	Jeep Renegade 1.8 	2016	88.5	Preto	automático	4.0	58900.0	1.0
897	Jeep Renegade Sport 1.8 	2016	63.504	Branco	automático	4.0	58990.0	1.0
898	Jeep Renegade Sport 1.8 	2016	66.05	Branco	automático	4.0	59800.0	1.0
899	Jeep Renegade Longitude 1.8 	2016	41.77	Prata	automático	4.0	59900.0	1.0
900	Jeep Renegade 1.8 Longitude 	2019	25.0	Cinza	automático	4.0	71999.0	0.0
901	Jeep Renegade 1.8 Sport 	2019	20.737	Vermelho	automático	4.0	72510.0	0.0
902	Jeep Renegade 1.8 Sport 	2019	29.8	Cinza	automático	4.0	72990.0	0.0
903	Chevrolet Onix 1.0 Joy SPE/4 	2019	54.0	Branco	manual		37900.0	0.0
904	Jeep Renegade 1.8 Sport 	2019	39.412	Vermelho	automático	4.0	72990.0	0.0
905	Jeep Renegade 1.8 Sport 	2019	37.774	Cinza	automático	4.0	72990.0	0.0
906	Jeep Renegade 1.8 Sport 	2019	34.263000000000005	Vermelho	automático	4.0	72990.0	0.0
907	Jeep Renegade 1.8 Sport 	2019	200.0	Branco	automático	4.0	72990.0	0.0
908	Chevrolet Onix 1.0 Joy SPE/4 	2019	37.0	Prata	manual	4.0	37900.0	0.0
909	Jeep Renegade Longitude 1.8 	2016	999.999	Branco	automático	4.0	61900.0	1.0
910	Jeep Renegade 1.8 	2016	77.317	Branco	automático		64000.0	1.0
911	Jeep Renegade Sport 2.0 Multijet TD 4WD 	2016	101.575	Prata	automático		76000.0	0.0
912	Jeep Renegade Longitude 2.0 Multijet TD 4WD 	2016	90.0	Branco	automático	5.0	83900.0	0.0
913	Jeep Renegade Sport 2.0 Multijet TD 4WD 	2016	17.0	Vermelho	automático	3.0	84900.0	0.0
914	Jeep Renegade Sport 2.0 Multijet TD 4WD 	2016	62.22	Preto	automático	4.0	86900.0	0.0
915	Jeep Renegade Trailhawk 2.0 Multijet TD 4WD 	2016	66.44	Laranja	automático	5.0	86900.0	0.0
916	Jeep Renegade 1.8 	2021	0.0	Preto	automático	4.0	54662.0	0.0
917	Jeep Renegade 1.8 	2021	0.0	Várias cores	automático	5.0	71991.0	0.0
918	Jeep Renegade 1.8 	2021	0.0	Preto	automático	5.0	76990.0	0.0
919	Jeep Renegade 1.8 Sport 	2021	0.0	Branco	automático		83250.0	0.0
920	Jeep Renegade 1.8 STD 	2021	0.0	Preto	automático	4.0	86990.0	0.0
921	Jeep Renegade 1.8 Sport 	2021	0.0	Preto	automático	5.0	89900.0	0.0
922	Jeep Renegade 1.8 Sport 	2021	0.0	Preto	automático	4.0	91590.0	0.0
923	Jeep Renegade 1.8 Sport 	2021	0.0	Preto	automático	4.0	93990.0	0.0
924	Jeep Renegade 2.0 TDI Longitude 4WD 	2021	0.0	automático			104657.0	0.0
925	Jeep Renegade 1.8 Limited 	2021	0.0	Preto	automático	4.0	122990.0	0.0
926	Jeep Renegade 1.8 	2020	0.0	Várias cores	automático		54000.0	0.0
927	Jeep Renegade 1.8 	2020	0.0	Várias cores	automático	5.0	54389.0	0.0
928	Jeep Renegade 1.8 	2020	0.0	Várias cores	automático	5.0	54389.0	0.0
929	Chevrolet Onix 1.0 LT SPE/4 	2019	47.675	Prata	manual	4.0	38890.0	0.0
930	Jeep Renegade 1.8 	2020	0.0	Não informada.	automático	5.0	54662.0	0.0
931	Jeep Renegade 1.8 	2020	0.0	Não informada.	automático		54662.0	0.0
932	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático	5.0	54664.0	0.0
933	Jeep Renegade 1.8 	2020	0.0	Não informada.	automático	5.0	54665.0	0.0
934	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	4.0	64608.0	0.0
935	Jeep Renegade 1.8 Sport 	2020	0.0	Várias cores	automático		64795.0	0.0
936	Jeep Renegade 1.8 Sport 	2020	0.0	Preto	automático		64796.0	0.0
937	Jeep Renegade 1.8 	2020	0.0	Prata	automático	5.0	69900.0	0.0
938	Jeep Renegade 1.8 	2020	0.0	Preto	automático	4.0	69990.0	0.0
939	Chevrolet Onix 1.0 LT 	2020	0.0	Não informada.	manual		40599.0	1.0
940	Jeep Renegade 1.8 	2020	0.0	Branco	automático	4.0	69990.0	0.0
941	Jeep Renegade 1.8 	2020	0.0	Branco	automático		69990.0	0.0
942	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático		69990.0	0.0
943	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático	5.0	69990.0	0.0
944	Jeep Renegade 1.8 	2020	0.0	Preto	automático	4.0	69999.0	0.0
945	Jeep Renegade 1.8 	2020	0.0	Branco	automático		71198.0	0.0
946	Jeep Renegade 1.8 Sport 	2020	0.0	Verde	automático	4.0	71787.0	0.0
947	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	4.0	71787.0	0.0
948	Chevrolet Onix 1.0 Joy SPE/4 	2019	30.3	Não informada.	manual	4.0	38900.0	0.0
949	Jeep Renegade 1.8 	2020	0.0	Prata	automático	5.0	71926.0	0.0
950	Jeep Renegade 1.8 	2020	0.0	Prata	automático	5.0	72990.0	0.0
951	Jeep Renegade 1.8 	2020	0.0	Prata	automático	4.0	72990.0	0.0
952	Jeep Renegade 1.8 	2020	0.0	Branco	automático	5.0	73500.0	0.0
953	Jeep Renegade 1.8 Sport 	2020	8.2	Branco	automático	5.0	73900.0	0.0
954	Jeep Renegade 1.8 	2020	0.0	Não informada.	automático	5.0	73990.0	0.0
955	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático	4.0	73990.0	0.0
956	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático	4.0	73990.0	0.0
957	Chevrolet Onix 1.0 Joy SPE/4 	2019	45.652	Branco	manual	5.0	38900.0	0.0
958	Jeep Renegade 1.8 	2020	0.0	Vermelho	automático	4.0	74990.0	0.0
959	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	4.0	75690.0	0.0
960	Jeep Renegade 1.8 	2020	0.0	Prata	automático	5.0	75900.0	0.0
961	Jeep Renegade 1.8 	2020	0.0	Branco	automático	4.0	75900.0	0.0
962	Jeep Renegade 1.8 Sport 	2020	12.84	Cinza	automático	4.0	75900.0	0.0
963	Jeep Renegade 1.8 	2020	0.0	Branco	automático	5.0	75990.0	0.0
964	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	76290.0	0.0
965	Chevrolet Onix 1.0 Joy SPE/4 	2019	25.0	Prata	manual	5.0	38900.0	0.0
966	Jeep Renegade 1.8 	2020	0.0	Várias cores	automático	4.0	76990.0	0.0
967	Jeep Renegade 1.8 Sport 	2020	0.0	Não informada.	automático	4.0	77196.0	0.0
968	Jeep Renegade 1.8 WSL 	2020	0.0	Branco	automático	4.0	77647.0	0.0
969	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	4.0	77780.0	0.0
970	Jeep Renegade 1.8 Sport 	2020	0.0	Não informada.	automático	5.0	77800.0	0.0
971	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	4.0	77845.0	0.0
972	Jeep Renegade 1.8 Sport 	2020	0.0	Cinza	automático	5.0	78000.0	0.0
973	Chevrolet Onix 1.0 Joy SPE/4 	2019	29.565	Branco	manual	4.0	38900.0	0.0
974	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático		78890.0	0.0
975	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	5.0	78900.0	0.0
976	Jeep Renegade 1.8 	2020	101.0	Branco	automático	4.0	79900.0	0.0
977	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	5.0	79990.0	0.0
978	Jeep Renegade 1.8 Sport 	2020	0.0	Cinza	automático	4.0	80900.0	0.0
979	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	5.0	80990.0	0.0
980	Jeep Renegade 1.8 Sport 	2020	8.283999999999999	Prata	automático	4.0	80990.0	0.0
981	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	5.0	81031.0	0.0
982	Jeep Renegade 1.8 Sport 	2020	0.0	Várias cores	automático		81490.0	0.0
983	Jeep Renegade 1.8 Sport 	2020	0.0	Não informada.	automático	4.0	81964.0	0.0
984	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	4.0	83900.0	0.0
985	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	4.0	83990.0	0.0
986	Chevrolet Onix 1.0 Joy SPE/4 	2019	41.24	Branco	manual	4.0	38990.0	0.0
987	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	4.0	83990.0	0.0
988	Jeep Renegade 1.8 Sport 	2020	0.0	Preto	automático	5.0	84140.0	0.0
989	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	84374.0	0.0
990	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	5.0	84375.0	0.0
991	Jeep Renegade 1.8 Longitude 	2020	41.062	Branco	automático	4.0	84900.0	0.0
992	Jeep Renegade 1.8 Sport 	2020	0.0	Cinza	automático	5.0	85072.0	0.0
993	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	5.0	85590.0	0.0
994	Jeep Renegade 1.8 Longitude 	2020	43.309	Branco	automático	4.0	85990.0	0.0
995	Jeep Renegade 1.8 Longitude 	2020	40.887	Prata	automático	4.0	86300.0	0.0
996	Jeep Renegade 1.8 Longitude 	2020	7.2810000000000015	Preto	automático	4.0	86900.0	0.0
997	Jeep Renegade 1.8 Longitude 	2020	40.113	Cinza	automático	4.0	86900.0	0.0
998	Jeep Renegade 1.8 Longitude 	2020	8.982999999999997	Branco	automático	4.0	86900.0	0.0
999	Jeep Renegade 1.8 Longitude 	2020	40.075	Cinza	automático	4.0	87880.0	0.0
1000	Jeep Renegade 1.8 Longitude 	2020	0.0	Vermelho	automático	4.0	87880.0	0.0
1001	Jeep Renegade 1.8 Longitude 	2020	38.45	Cinza	automático	4.0	88060.0	0.0
1002	Jeep Renegade 1.8 Longitude 	2020	0.0	Não informada.	automático	5.0	88130.0	0.0
1003	Jeep Renegade 1.8 Longitude 	2020	0.0	Verde	automático	4.0	88138.0	0.0
1004	Jeep Renegade 1.8 Longitude 	2020	0.0	Não informada.	automático	4.0	88150.0	0.0
1005	Jeep Renegade 1.8 Limited 	2020	0.0	Verde	automático	5.0	88290.0	0.0
1006	Jeep Renegade 1.8 Limited 	2020	0.0	Preto	automático	5.0	88388.0	0.0
1007	Jeep Renegade 1.8 Longitude 	2020	0.0	Prata	automático	5.0	88420.0	0.0
1008	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático		88760.0	0.0
1009	Chevrolet Onix 1.0 LT SPE/4 	2019	39.874	Preto	manual	4.0	39900.0	0.0
1010	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	88900.0	0.0
1011	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	5.0	88900.0	0.0
1012	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	88990.0	0.0
1013	Jeep Renegade 1.8 Longitude 	2020	0.0	Cinza	automático	4.0	88990.0	0.0
1014	Jeep Renegade 1.8 Sport 	2020	0.0	Cinza	automático	4.0	89690.0	0.0
1015	Jeep Renegade 1.8 Longitude 	2020	26.65	Branco	automático	5.0	90990.0	0.0
1016	Jeep Renegade 1.8 Longitude 	2020	13.5	Branco	automático	5.0	90990.0	0.0
1017	Chevrolet Onix 1.0 LT 	2020	45.389	Prata	manual	4.0	41900.0	1.0
1018	Renault Kwid 1.0 Zen 	2021	0.0	Várias cores	manual	4.0	29599.0	0.0
1019	Renault Kwid 1.0 Outsider 	2021	6.509	Preto	manual		43500.0	0.0
1020	Renault Kwid 1.0 Intense 	2021	3.0	Branco	manual	4.0	46900.0	0.0
1021	Renault Kwid 1.0 Zen 	2020	29.044	Prata	manual		36990.0	0.0
1022	Renault Kwid 1.0 Life 	2020	20.0	Branco	manual	3.0	37900.0	0.0
1023	Renault Kwid 1.0 Zen 	2020	15.0	Branco	manual	4.0	40990.0	0.0
1024	Renault Kwid Zen 1.0 12v SCe 	2019	48.357	Branco	manual	4.0	29900.0	1.0
1025	Renault Kwid Zen 1.0 12v SCe 	2019	45.0	Branco	manual	5.0	29990.0	1.0
1026	Renault Kwid Zen 1.0 12v SCe 	2019	53.0	Branco	manual	5.0	33500.0	1.0
1027	Renault Kwid Zen 1.0 12v SCe 	2019	37.0	Vermelho	manual	5.0	34900.0	1.0
1028	Renault Kwid Zen 1.0 12v SCe 	2019	17.0	Laranja	manual	5.0	35999.0	1.0
1029	Renault Kwid Zen 1.0 12v SCe 	2019	8.0	Branco	manual	4.0	37900.0	1.0
1030	Renault Kwid Zen 1.0 12v SCe 	2018	30.0	Branco	manual	5.0	27900.0	1.0
1031	Renault Kwid Zen 1.0 12v SCe 	2018	23.0	Laranja	manual	4.0	29520.0	1.0
1032	Renault Kwid Zen 1.0 12v SCe 	2018	65.0	Branco	manual	4.0	31500.0	1.0
1033	Renault Kwid Zen 1.0 12v SCe 	2018	69.37	Prata	manual	4.0	31900.0	1.0
1034	Renault Kwid Zen 1.0 12v SCe 	2018	39.519	Prata	manual	4.0	31900.0	1.0
1035	Chevrolet Onix 1.0 Joy SPE/4 	2019	200.0	Cinza	manual	4.0	28961.0	0.0
1036	Renault Kwid 1.0 Zen 	2020	45.31	Branco	manual	4.0	32990.0	0.0
1037	Renault Kwid 1.0 Life 	2020	0.0	Branco	manual	4.0	33240.0	0.0
1038	Renault Kwid 1.0 Life 	2020	29.703000000000007	Prata	manual	4.0	33550.0	0.0
1039	Renault Kwid 1.0 Zen 	2020	28.051	Vermelho	manual	4.0	33550.0	0.0
1040	Renault Kwid 1.0 Zen 	2020	25.73	Branco	manual	4.0	33900.0	0.0
1041	Chevrolet Onix 1.0 Joy SPE/4 	2019	200.0	Branco	manual	4.0	28998.0	0.0
1042	Renault Kwid 1.0 Zen 	2020	31.874	Prata	manual	4.0	33900.0	0.0
1043	Renault Kwid 1.0 Zen 	2020	23.578000000000007	Branco	manual	4.0	34220.0	0.0
1044	Renault Kwid 1.0 Life 	2020	19.494	Prata	manual	4.0	34220.0	0.0
1045	Renault Kwid 1.0 Zen 	2020	24.143	Branco	manual	4.0	34220.0	0.0
1046	Renault Kwid 1.0 Life 	2020	24.143	Prata	manual	4.0	34220.0	0.0
1047	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual	5.0	34500.0	0.0
1048	Renault Kwid 1.0 Zen 	2020	100.0	Prata	manual	4.0	34900.0	0.0
1049	Chevrolet Onix 1.0 Joy SPE/4 	2019	38.845	Branco	manual	4.0	28999.0	0.0
1050	Renault Kwid 1.0 Intense 	2020	34.526	Branco	manual	4.0	34900.0	0.0
1051	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual	4.0	29990.0	0.0
1052	Renault Kwid 1.0 Zen 	2020	23.0	Preto	manual	4.0	34990.0	0.0
1053	Renault Kwid 1.0 Intense 	2020	0.0	Branco	manual		34990.0	0.0
1054	Renault Kwid 1.0 Zen 	2020	25.635	Prata	manual	4.0	34990.0	0.0
1055	Renault Kwid 1.0 Zen 	2020	37.449	Prata	manual	4.0	35000.0	0.0
1056	Chevrolet Onix 1.0 Joy SPE/4 	2019	38.845	Branco	manual	4.0	28999.0	0.0
1057	Renault Kwid 1.0 Zen 	2020	40.99	Branco	manual	4.0	35490.0	0.0
1058	Renault Kwid 1.0 Zen 	2020	29.703000000000007	Branco	manual	4.0	36320.0	0.0
1059	Renault Kwid 1.0 Zen 	2020	27.111	Branco	manual	4.0	36320.0	0.0
1060	Renault Kwid 1.0 Zen 	2020	33.257	Branco	manual	4.0	35760.0	0.0
1061	Renault Kwid 1.0 Zen 	2020	38.0	Branco	manual	4.0	35760.0	0.0
1062	Renault Kwid 1.0 Zen 	2020	26.116	Vermelho	manual	4.0	35800.0	0.0
1063	Renault Kwid 1.0 Zen 	2020	20.485	Branco	manual	4.0	35890.0	0.0
1064	Renault Kwid 1.0 Zen 	2020	34.111	Branco	manual	5.0	35890.0	0.0
1065	Renault Kwid 1.0 Zen 	2020	19.0	Branco	manual	5.0	35900.0	0.0
1066	Chevrolet Onix 1.0 Joy SPE/4 	2019	18.752	Prata	manual	5.0	29690.0	0.0
1067	Renault Kwid 1.0 Zen 	2020	27.5	Prata	manual	5.0	35900.0	0.0
1068	Renault Kwid 1.0 Zen 	2020	32.514	Branco	manual	4.0	35900.0	0.0
1069	Renault Kwid 1.0 Zen 	2020	15.0	Branco	manual	4.0	35990.0	0.0
1070	Renault Kwid 1.0 Zen 	2020	23.518	Laranja	manual	4.0	37050.0	0.0
1071	Chevrolet Onix 1.0 Joy SPE/4 	2019	28.0	Branco	manual	4.0	29990.0	0.0
1072	Renault Kwid 1.0 Zen 	2020	4.6	Prata	manual	4.0	36400.0	0.0
1073	Renault Kwid 1.0 Zen 	2020	33.128	Branco	manual	4.0	36490.0	0.0
1074	Chevrolet Onix 1.0 	2020	40.121	Branco	manual	4.0	42400.0	1.0
1075	Chevrolet Onix 1.0 Joy SPE/4 	2019	18.043	Prata	manual	5.0	29990.0	0.0
1076	Renault Kwid 1.0 Zen 	2020	36.103	Prata	manual	5.0	36490.0	0.0
1077	Renault Kwid 1.0 Zen 	2020	28.172	Branco	manual	4.0	36490.0	0.0
1078	Renault Kwid 1.0 Zen 	2020	38.149	Branco	manual	4.0	36490.0	0.0
1079	Renault Kwid 1.0 Zen 	2020	27.774	Branco	manual		32990.0	0.0
1080	Renault Kwid 1.0 Zen 	2020	34.274	Branco	manual	4.0	36490.0	0.0
1081	Renault Kwid 1.0 Zen 	2020	25.249	Branco	manual	4.0	36490.0	0.0
1082	Renault Kwid 1.0 Zen 	2020	36.232	Branco	manual	4.0	36490.0	0.0
1083	Renault Kwid 1.0 Zen 	2020	28.27	Branco	manual	4.0	36500.0	0.0
1084	Chevrolet Onix 1.0 Joy SPE/4 	2019	200.0	Preto	manual	4.0	30392.0	0.0
1085	Renault Kwid 1.0 Zen 	2020	32.466	Branco	manual	4.0	36890.0	0.0
1086	Renault Kwid 1.0 Zen 	2020	33.78	Laranja	manual	4.0	36890.0	0.0
1087	Renault Kwid 1.0 Zen 	2020	10.55	Vermelho	manual	5.0	36900.0	0.0
1088	Renault Kwid 1.0 Zen 	2020	20.0	Branco	manual	5.0	36900.0	0.0
1089	Renault Kwid 1.0 Zen 	2020	9.0	Prata	manual	4.0	36900.0	0.0
1090	Renault Kwid 1.0 Zen 	2020	4.6	Branco	manual	5.0	36900.0	0.0
1091	Renault Kwid 1.0 Zen 	2020	29.26	Branco	manual		35900.0	0.0
1092	Renault Kwid 1.0 Zen 	2020	18.572	Preto	manual	4.0	36950.0	0.0
1093	Chevrolet Onix 1.0 Joy SPE/4 	2019	200.0	Prata	manual	4.0	30890.0	0.0
1094	Renault Kwid 1.0 Zen 	2020	24.41	Branco	manual	5.0	36990.0	0.0
1095	Renault Kwid 1.0 Zen 	2020	21.0	Laranja	manual	5.0	36990.0	0.0
1096	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual	5.0	36990.0	0.0
1097	Renault Kwid 1.0 Zen 	2020	38.831	Vermelho	manual	4.0	36990.0	0.0
1098	Chevrolet Onix 1.0 Joy SPE/4 	2019	1.111	Branco	manual	4.0	30900.0	0.0
1099	Renault Kwid 1.0 Zen 	2020	14.052	Preto	manual	4.0	36990.0	0.0
1100	Renault Kwid 1.0 Zen 	2020	19.588	Branco	manual	4.0	36990.0	0.0
1101	Renault Kwid 1.0 Zen 	2020	53.0	Branco	manual	3.0	37900.0	0.0
1102	Renault Kwid 1.0 Intense 	2020	42.0	Branco	manual	4.0	37900.0	0.0
1103	Renault Kwid 1.0 Zen 	2020	25.9	Branco	manual		37990.0	0.0
1104	Renault Kwid 1.0 Zen 	2020	34.0	Branco	manual	4.0	37990.0	0.0
1105	Renault Kwid 1.0 Intense 	2020	0.0	Branco	manual	5.0	37990.0	0.0
1106	Renault Kwid 1.0 Zen 	2020	9.24	Branco	manual	4.0	37990.0	0.0
1107	Renault Kwid 1.0 Zen 	2020	101.0	Prata	manual		37990.0	0.0
1108	Renault Kwid 1.0 Zen 	2020	102.0	Bege	manual		37990.0	0.0
1109	Renault Kwid 1.0 Zen 	2020	17.16	Laranja	manual	4.0	38890.0	0.0
1110	Chevrolet Onix 1.0 LT SPE/4 	2019	38.0	Prata	manual	4.0	31292.0	0.0
1111	Renault Kwid 1.0 Zen 	2020	28.568	Branco	manual	4.0	38900.0	0.0
1112	Renault Kwid 1.0 Zen 	2020	17.0	Branco	manual	4.0	38900.0	0.0
1113	Renault Kwid 1.0 Intense 	2020	0.0	Várias cores	manual	5.0	38900.0	0.0
1114	Renault Kwid 1.0 Zen 	2020	21.554	Branco	manual	4.0	38900.0	0.0
1115	Renault Kwid 1.0 Zen 	2020	6.0	Prata	manual	5.0	38900.0	0.0
1116	Renault Kwid 1.0 Zen 	2020	32.467	Laranja	manual		38990.0	0.0
1117	Renault Kwid 1.0 Zen 	2020	0.0	Bronze	manual	5.0	38990.0	0.0
1118	Renault Kwid 1.0 Zen 	2020	999.0	Branco	manual		39600.0	0.0
1119	Renault Kwid 1.0 Zen 	2020	999.0	Branco	manual		39600.0	0.0
1120	Renault Kwid 1.0 Zen 	2020	31.634	Branco	manual	4.0	39900.0	0.0
1121	Renault Kwid 1.0 Zen 	2020	17.97	Branco	manual	5.0	39900.0	0.0
1122	Renault Kwid 1.0 Outsider 	2020	26.795	Branco	manual	4.0	38989.0	0.0
1123	Renault Kwid 1.0 Zen 	2020	0.0	Preto	manual	4.0	39990.0	0.0
1124	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual		39990.0	0.0
1125	Renault Kwid 1.0 Zen 	2020	2.895	Branco	manual	4.0	39990.0	0.0
1126	Renault Kwid 1.0 Zen 	2020	39.0	Branco	manual	4.0	39990.0	0.0
1127	Renault Kwid 1.0 Zen 	2020	0.0	Preto	manual	5.0	39990.0	0.0
1128	Renault Kwid 1.0 Zen 	2020	0.0	Várias cores	manual	4.0	39990.0	0.0
1129	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual	4.0	39990.0	0.0
1130	Renault Kwid 1.0 Zen 	2020	0.0	Várias cores	manual	5.0	39990.0	0.0
1131	Renault Kwid 1.0 Intense 	2020	6.0	Laranja	manual	4.0	39990.0	0.0
1132	Renault Kwid 1.0 Zen 	2020	1.0	Bege	manual	4.0	39990.0	0.0
1133	Renault Kwid 1.0 Intense 	2020	7.5	Vermelho	manual	4.0	40300.0	0.0
1134	Renault Kwid 1.0 Outsider 	2020	19.0	Branco	manual	4.0	40590.0	0.0
1135	Renault Kwid 1.0 Outsider 	2020	13.0	Laranja	manual	5.0	40990.0	0.0
1136	Renault Kwid 1.0 Outsider 	2020	435.0	Branco	manual	4.0	41000.0	0.0
1137	Renault Kwid 1.0 Outsider 	2020	22.0	Branco	manual	4.0	41000.0	0.0
1138	Renault Kwid 1.0 Zen 	2020	0.0	Bege	manual	5.0	41900.0	0.0
1139	Renault Kwid 1.0 Zen 	2020	0.0	Branco	manual	5.0	42990.0	0.0
1140	Renault Kwid 1.0 Outsider 	2020	4.578	Prata	manual	5.0	41990.0	0.0
1141	Renault Kwid 1.0 Intense 	2020	0.0	Branco	manual	5.0	42500.0	0.0
1142	Chevrolet Onix 1.0 	2020	41.483	Prata	manual	4.0	42500.0	1.0
1143	Renault Kwid 1.0 Intense 	2020	0.0	Várias cores	manual	4.0	42890.0	0.0
1144	Renault Kwid 1.0 Outsider 	2020	270.0	Branco	manual	4.0	44990.0	0.0
1145	Renault Kwid 1.0 Outsider 	2020	0.0	Branco	manual	4.0	45000.0	0.0
1146	Renault Kwid 1.0 Outsider 	2020	0.0	Várias cores	manual	4.0	45390.0	0.0
1147	Renault Kwid 1.0 Outsider 	2020	1.18	Branco	manual	4.0	45900.0	0.0
1148	Renault Kwid 1.0 Outsider 	2020	0.0	Preto	manual	4.0	45990.0	0.0
1149	Chevrolet Onix 1.0 Joy SPE/4 	2019	38.132	Branco	manual	4.0	39990.0	0.0
1150	Renault Kwid Life 1.0 12v SCe 	2019	97.624	Branco	manual	4.0	26890.0	1.0
1151	Renault Kwid Zen 1.0 12v SCe 	2019	200.0	Branco	manual	4.0	28425.0	1.0
1152	Renault Kwid Life 1.0 12v SCe 	2019	15.097	Preto	manual	4.0	28900.0	1.0
1153	Renault Kwid Life 1.0 12v SCe 	2019	85.961	Preto	manual	4.0	29500.0	1.0
1154	Renault Kwid Life 1.0 12v SCe 	2019	19.0	Branco	manual	4.0	27900.0	1.0
1155	Renault Kwid Intense 1.0 12v SCe 	2019	12.736	Branco	manual	4.0	29900.0	1.0
1156	Chevrolet Onix 1.0 Joy SPE/4 	2019	21.859	Branco	manual	4.0	39990.0	0.0
1157	Chevrolet Onix 1.0 LT SPE/4 	2019	0.0	Branco	manual	4.0	41900.0	0.0
1158	Chevrolet Onix 1.0 LT SPE/4 	2019	38.2	Cinza	manual	4.0	41900.0	0.0
1159	Chevrolet Onix 1.0 LT SPE/4 	2019	58.0	Preto	manual	4.0	41900.0	0.0
1160	Chevrolet Onix 1.0 LT SPE/4 	2019	42.0	Cinza	manual	4.0	41990.0	0.0
1161	Chevrolet Onix 1.0 Joy SPE/4 	2019	27.0	Cinza	manual	4.0	41990.0	0.0
1162	Chevrolet Onix 1.0 LT SPE/4 	2019	49.397	Cinza	manual	4.0	42900.0	0.0
1163	Chevrolet Onix 1.0 LT SPE/4 	2019	12.292	Cinza	manual	4.0	44990.0	0.0
1164	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Várias cores	manual	5.0	42599.0	0.0
1165	Chevrolet Onix 1.0 Joy SPE/4 	2018	50.0	Branco	manual	4.0	28900.0	0.0
1166	Chevrolet Onix 1.0 Joy SPE/4 	2018	49.521	Preto	manual	5.0	34900.0	0.0
1167	Chevrolet Onix 1.0 Joy SPE/4 	2018	47.0	Preto	manual		34900.0	0.0
1168	Chevrolet Onix 1.0 Joy SPE/4 	2018	38.55	Prata	manual	4.0	34999.0	0.0
1169	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Várias cores	manual		42690.0	0.0
