	nome	ano	km	cor	cambio	portas	preco	flex
296	Ford Ka Sedan SE 1.0 	2020	5.0	Branco	manual	4.0	46900.0	1.0
297	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual		46990.0	1.0
298	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual	4.0	47890.0	1.0
299	Ford Ka Sedan SE 1.0 	2020	9.254	Cinza	manual	4.0	47920.0	1.0
300	Ford Ka 1.0 SE 	2020	0.0	Preto	manual	5.0	47990.0	0.0
301	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual	4.0	47990.0	1.0
302	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Azul	automático	4.0	76900.0	0.0
303	Ford Ka 1.0 SE 	2019	27.0	Vermelho	manual	4.0	39900.0	1.0
304	Ford Ka 1.0 SE 	2019	44.31100000000001	Branco	manual		39900.0	1.0
305	Ford Ka 1.0 SE 	2019	111.0	Prata	manual	5.0	40000.0	1.0
306	Ford Ka 1.0 SE 	2019	26.107	Prata	manual	4.0	40900.0	1.0
307	Ford Ka 1.0 SE 	2019	26.068	Prata	manual	4.0	40900.0	1.0
308	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Vermelho	automático	4.0	69900.0	0.0
309	Ford Ka 1.0 SE 	2019	33.161	Vermelho	manual	5.0	40990.0	1.0
310	Ford Ka 1.0 SE 	2019	16.432000000000002	Vermelho	manual	4.0	41899.0	1.0
311	Ford Ka 1.5 SE 	2019	30.0	Branco	manual	4.0	44000.0	1.0
312	Ford Ka 1.5 SE 	2019	32.0	Prata	automático		44890.0	0.0
313	Ford Ka 1.5 SE 	2019	23.8	Branco	manual	5.0	44900.0	1.0
314	Ford Ka 1.5 SE 	2019	17.989	Branco	automático	5.0	48900.0	0.0
315	Ford Ka 1.5 SE 	2019	22.0	Vermelho	automático	4.0	48990.0	0.0
316	Ford Ka 1.5 Freestyle 	2019	39.932	Branco	automático	3.0	49900.0	0.0
317	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Vermelho	automático	4.0	69990.0	0.0
318	Ford Ka 1.0 SE 	2020	1.0	Branco	manual	4.0	47990.0	0.0
319	Ford Ka 1.0 SE 	2020	0.0	Prata	manual	5.0	47990.0	0.0
320	Ford Ka 1.0 SE Plus 	2020	0.0	Branco	manual	5.0	48990.0	0.0
321	Ford Ka Sedan SE 1.0 	2020	0.0	Cinza	manual	4.0	48990.0	1.0
322	Ford Ka Sedan SE 1.0 	2020	0.0	Vermelho	manual	4.0	48990.0	1.0
323	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual		48990.0	1.0
324	Ford Ka 1.0 SE Plus 	2020	0.0	Branco	manual	4.0	49790.0	0.0
325	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	69990.0	0.0
326	Ford Ka 1.0 SE Plus 	2020	0.0	Preto	manual	4.0	49900.0	0.0
327	Ford Ka 1.0 SE 	2020	0.0	Vermelho	manual	5.0	49910.0	0.0
328	Ford Ka 1.0 SE 	2020	0.0	Branco	manual	5.0	49910.0	0.0
329	Ford Ka 1.0 SE 	2020	0.0	Branco	manual		49990.0	0.0
330	Ford Ka 1.5 SE Plus 	2020	0.0	Não informada.	manual	4.0	49990.0	0.0
331	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual	4.0	49990.0	1.0
332	Ford Ka Sedan SE 1.0 	2020	0.0	Branco	manual		50990.0	1.0
333	Ford Ka 1.0 SE Plus 	2020	23.258000000000006	Branco	manual	4.0	50990.0	0.0
334	Ford Ka 1.0 SE Plus 	2020	0.0	Cinza	manual	4.0	51000.0	0.0
335	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Vermelho	automático	5.0	69990.0	0.0
336	Ford Ka 1.5 Freestyle 	2019	55.011	Branco	automático	4.0	49990.0	0.0
337	Ford Ka 1.5 SE 	2019	1.9	Vermelho	automático	5.0	53990.0	0.0
338	Ford Ka 1.0 SE 	2018	29.0	Prata	manual	4.0	33400.0	1.0
339	Ford Ka 1.0 SE 	2018	62.0	Branco	manual		34800.0	1.0
340	Ford Ka 1.0 SE 	2018	84.0	Branco	manual	4.0	34899.0	1.0
341	Ford Ka 1.0 SE 	2018	70.6	Branco	manual		34900.0	1.0
342	Ford Ka 1.0 SE 	2018	81.652	Prata	manual	4.0	34900.0	1.0
343	Ford Ka 1.0 SE 	2018	110.0	Branco	manual	4.0	34990.0	1.0
344	Ford Ka 1.0 SE 	2018	32.8	Branco	manual	5.0	34999.0	1.0
345	Ford Ka 1.5 SE 	2018	200.0	Branco	manual	4.0	35120.0	1.0
346	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Preto	automático	5.0	69990.0	0.0
347	Ford Ka 1.0 SE 	2018	83.0	Vermelho	manual	4.0	36000.0	1.0
348	Ford Ka 1.0 SE 	2018	111.111	Prata	manual	5.0	36900.0	1.0
349	Ford Ka 1.0 SE 	2018	44.0	Branco	manual	5.0	37800.0	1.0
350	Ford Ka 1.0 SE 	2018	69.098	Branco	manual	4.0	37890.0	1.0
351	Ford Ka 1.5 SE 	2018	68.013	Branco	manual		37890.0	1.0
352	Ford Ka 1.0 SE 	2018	45.0	Branco	manual	4.0	37900.0	1.0
353	Ford Ka 1.0 SE 	2018	30.0	Branco	manual	5.0	37990.0	1.0
354	Ford Ka 1.0 SE 	2018	30.8	Prata	manual	4.0	37990.0	1.0
355	Ford Ka 1.0 SE 	2018	38.0	Branco	manual	4.0	38000.0	1.0
356	Ford Ka 1.0 SE 	2018	0.0	Preto	manual	4.0	38900.0	1.0
357	Ford Ka 1.5 SE 	2018	54.368	Preto	manual	4.0	38990.0	1.0
358	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Laranja	automático	5.0	69990.0	0.0
359	Ford Ka 1.0 SE 	2018	76.0	Vermelho	manual	4.0	39900.0	1.0
360	Ford Ka 1.5 SE 	2018	58.06800000000001	Branco	manual		40990.0	1.0
361	Ford Ka 1.5 SE Plus 	2018	11.354	Preto	manual	4.0	41900.0	1.0
362	Ford Ka 1.5 SEL 	2017	200.0	Preto	manual	5.0	31493.0	1.0
363	Ford Ka 1.0 SE Plus 	2017	58.578	Preto	manual	5.0	31990.0	1.0
364	Ford Ka 1.0 SE 	2017	99.0	Branco	manual	4.0	32900.0	1.0
365	Ford Ka 1.0 SE 	2017	58.0	Preto	manual	5.0	33890.0	1.0
366	Chevrolet Onix 1.4 LT SPE/4 	2019	111.0	Preto	manual	4.0	35120.0	0.0
367	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	69999.0	0.0
368	Ford Ka 1.0 SE 	2017	95.824	Branco	manual	4.0	33900.0	1.0
369	Ford Ka 1.5 SE 	2017	39.0	Prata	manual	4.0	35799.0	1.0
370	Ford Ka 1.0 SE 	2017	72.513	Prata	manual		35900.0	1.0
371	Ford Ka 1.0 SE 	2017	42.0	Branco	manual	4.0	35900.0	1.0
372	Ford Ka 1.5 SEL 	2017	31.256	Branco	manual	4.0	36990.0	1.0
373	Ford Ka Hatch SE 1.0 	2016	83.969	Preto	manual	5.0	32900.0	1.0
374	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	automático	4.0	70878.0	1.0
375	Ford Ka Hatch SE 1.0 	2016	43.0	Branco	manual	5.0	35900.0	1.0
376	Ford Ka Hatch SE 1.5 16v 	2016	53.497	Branco	manual	3.0	36990.0	1.0
377	Ford Ka Hatch SE 1.0 	2015	200.0	Preto	manual	4.0	28720.0	1.0
378	Ford Ka Hatch SE 1.5 16v 	2015	0.0	Vermelho	manual	4.0	28900.0	1.0
379	Ford Ka Hatch SE 1.0 	2015	88.0	Preto	manual	5.0	29490.0	1.0
380	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Prata	automático	4.0	70890.0	0.0
381	Ford Ka Hatch SE 1.0 	2015	64.0	Vermelho	manual	5.0	30900.0	1.0
382	Ford Ka Hatch SE 1.5 16v 	2015	82.689	Preto	manual	5.0	31900.0	1.0
383	Ford Ka Hatch SE 1.0 	2015	78.0	Vermelho	manual	3.0	31900.0	1.0
384	Ford Ka Hatch SE 1.0 	2015	70.0	Vermelho	manual	4.0	31990.0	1.0
385	Ford Ka Hatch SE 1.0 	2015	100.0	Prata	manual	5.0	31990.0	1.0
386	Ford Ka Hatch SE 1.0 	2015	71.90899999999998	Branco	manual	5.0	32900.0	1.0
387	Ford Ka Hatch SE 1.0 	2015	76.225	Prata	manual	4.0	32900.0	1.0
388	Ford Ka Hatch SE 1.0 	2015	106.419	Vermelho	manual	4.0	32900.0	1.0
389	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Prata	automático	4.0	70990.0	0.0
390	Ford Ka Hatch SE 1.0 	2015	85.0	Branco	manual	4.0	32990.0	1.0
391	Ford Ka Hatch SE 1.0 	2015	53.063	Branco	manual	5.0	33000.0	1.0
392	Ford Ka Hatch SE 1.0 	2015	57.0	Branco	manual	4.0	33900.0	1.0
393	Ford Ka Hatch SE 1.0 	2015	47.243	Branco	manual	5.0	33900.0	1.0
394	Ford Ka Hatch SE 1.5 16v 	2015	62.0	Prata	manual	5.0	35990.0	1.0
395	Ford Ka 1.0 	2013	71.0	Preto	manual	3.0	16900.0	1.0
396	Ford Ka 1.0 	2012	89.0	Branco	manual	2.0	17900.0	1.0
397	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Laranja	automático	5.0	70990.0	0.0
398	Ford Ka 1.0 	2011	99.999	Prata	manual	2.0	16900.0	1.0
399	Ford Ka 1.0 	2010	33.0	Preto	manual	3.0	15900.0	1.0
400	Ford Ka 1.0 	2010	47.0	Vermelho	manual		18900.0	1.0
401	Ford Ka Class 1.6 	2009	1.0	Preto	manual	2.0	17900.0	1.0
402	Ford Ka 1.0 S 	2021	0.0	Várias cores	manual		32122.0	0.0
403	Ford Ka 1.0 S 	2021	0.0	Várias cores	manual		32122.0	0.0
404	Ford Ka 1.0 S 	2021	0.0	Azul	manual		32122.0	0.0
405	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Branco	manual	4.0	70990.0	0.0
406	Ford Ka 1.0 S 	2021	0.0	Várias cores	manual	5.0	32122.0	0.0
407	Ford Ka 1.0 S 	2021	0.0	Branco	manual	4.0	32122.0	0.0
408	Ford Ka 1.0 S 	2021	0.0	Preto	manual	4.0	32122.0	0.0
409	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Branco	automático	4.0	71480.0	0.0
410	Ford Ka 1.0 SE 	2021	0.0	Prata	manual	4.0	37096.0	0.0
411	Ford Ka 1.0 S 	2021	0.0	Preto	manual	4.0	45245.0	0.0
412	Ford Ka 1.0 SE 	2021	0.0	Preto	manual		45980.0	0.0
413	Ford Ka 1.0 S 	2021	0.0	Preto	manual	5.0	46990.0	0.0
414	Ford Ka 1.0 SE 	2021	0.0	Preto	manual	4.0	46229.0	0.0
415	Ford Ka 1.0 S 	2021	0.0	Branco	manual	4.0	46388.0	0.0
416	Ford Ka 1.0 SE 	2021	0.0	Branco	manual		46580.0	0.0
417	Ford Ka 1.0 SE 	2021	0.0	Vermelho	manual	4.0	46590.0	0.0
418	Ford Ka 1.0 SE 	2021	0.0	Branco	manual	4.0	46590.0	0.0
419	Ford Ka 1.0 SE 	2021	0.0	Várias cores	manual		46900.0	0.0
420	Ford Ka 1.0 SE 	2021	0.0	Várias cores	manual	4.0	46900.0	0.0
421	Ford Ka 1.0 SE 	2021	0.0	Prata	manual	4.0	46900.0	0.0
422	Ford Ka 1.0 S 	2021	0.0	Preto	manual	4.0	46990.0	0.0
423	Ford Ka 1.0 SE 	2021	0.0	Preto	manual	5.0	46990.0	0.0
424	Ford Ka 1.0 SE 	2021	0.0	Prata	manual		47580.0	0.0
425	Ford Ka 1.0 SE 	2021	0.0	Cinza	manual	4.0	47590.0	0.0
426	Ford Ka 1.0 SE 	2021	0.0	Vermelho	manual	5.0	47640.0	0.0
427	Ford Ka 1.0 SE 	2021	0.0	Preto	manual	4.0	47990.0	0.0
428	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	automático	4.0	71879.0	1.0
429	Ford Ka 1.0 SE 	2021	0.0	Branco	manual	4.0	47990.0	0.0
430	Ford Ka 1.0 SE Plus 	2021	0.0	Preto	manual		49580.0	0.0
431	Ford Ka 1.0 SE Plus 	2021	0.0	Preto	manual	4.0	49590.0	0.0
432	Ford Ka 1.0 S 	2021	0.0	Não informada.	manual		49890.0	0.0
433	Ford Ka 1.0 SE Plus 	2021	0.0	Vermelho	manual	4.0	49990.0	0.0
434	Ford Ka 1.0 SE Plus 	2021	0.0	Cinza	manual		50580.0	0.0
435	Ford Ka 1.0 SE Plus 	2021	0.0	Cinza	manual	4.0	50590.0	0.0
436	Ford Ka 1.0 SE Plus 	2021	0.0	Prata	manual	4.0	50730.0	0.0
437	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		34552.0	0.0
438	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	34552.0	0.0
439	Hyundai HB20 1.0 Sense 	2021	0.0	Marrom	manual		34552.0	0.0
440	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual	5.0	34552.0	0.0
441	Hyundai HB20 1.0 Vision 	2020	0.0	Várias cores	manual	4.0	35272.0	0.0
442	Hyundai HB20 1.0 Sense 	2020	2.595	Branco	manual	4.0	38900.0	0.0
443	Hyundai HB20 1.0 Sense 	2020	300.0	Cinza	manual	5.0	46900.0	0.0
444	Hyundai HB20 1.0 Unique 	2019	0.0	Preto	manual	4.0	31100.0	0.0
445	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	71960.0	0.0
446	Hyundai HB20 1.0 Unique 	2019	28.0	Dourado	manual	4.0	38900.0	0.0
447	Hyundai HB20 1.0 Unique 	2019	35.0	Branco	manual	3.0	39800.0	0.0
448	Hyundai HB20 1.0 Unique 	2019	28.9	Branco	manual	4.0	39899.0	0.0
449	Hyundai HB20 1.0 Unique 	2019	27.721	Branco	manual	4.0	39900.0	0.0
450	Hyundai HB20 1.0 Unique 	2019	44.025	Branco	manual	5.0	39900.0	0.0
451	Hyundai HB20 1.0 Unique 	2019	40.81	Preto	manual	4.0	39990.0	0.0
452	Hyundai HB20 1.0 Unique 	2019	20.0	Prata	manual	3.0	40500.0	0.0
453	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	71970.0	0.0
454	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		48590.0	0.0
455	Hyundai HB20 1.0 Sense 	2021	1.0	Branco	manual	5.0	46990.0	0.0
456	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	4.0	47490.0	0.0
457	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		45900.0	0.0
458	Hyundai HB20 1.0 Sense 	2021	0.0	Cinza	manual	4.0	47990.0	0.0
459	Hyundai HB20 1.0 Sense 	2021	0.0	Cinza	manual		47500.0	0.0
460	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual	4.0	48940.0	0.0
461	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual		48990.0	0.0
462	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	71980.0	0.0
463	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	48990.0	0.0
464	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual	4.0	49940.0	0.0
465	Hyundai HB20 1.0 Sense 	2021	0.0	Cinza	manual	4.0	49940.0	0.0
466	Hyundai HB20 1.0 Vision 	2021	0.0	Vermelho	manual	5.0	50990.0	0.0
467	Hyundai HB20 1.0 Vision 	2021	0.0	Prata	manual	5.0	51290.0	0.0
468	Hyundai HB20 1.0 Vision 	2021	0.0	Cinza	manual	5.0	51490.0	0.0
469	Hyundai HB20 1.0 Vision 	2021	0.0	Várias cores	manual	4.0	51990.0	0.0
470	Hyundai HB20 1.0 Vision 	2021	0.0	Cinza	manual	5.0	52640.0	0.0
471	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	71990.0	0.0
472	Hyundai HB20 1.0 Vision 	2021	0.0	Branco	manual	4.0	52990.0	0.0
473	Hyundai HB20 1.0 Vision 	2021	0.0	Preto	manual	4.0	53890.0	0.0
474	Hyundai HB20 1.0 Vision 	2021	0.0	Branco	manual	4.0	53890.0	0.0
475	Hyundai HB20 1.0 Vision 	2021	0.0	Vermelho	manual		53940.0	0.0
476	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	71990.0	0.0
477	Hyundai HB20 1.0 Evolution 	2021	0.0	Branco	manual	4.0	53990.0	0.0
478	Hyundai HB20 1.0 Evolution 	2021	0.0	Preto	manual	4.0	55990.0	0.0
479	Hyundai HB20 1.0 Evolution 	2021	0.0	Prata	manual	5.0	57990.0	0.0
480	Hyundai HB20 1.6 Vision 	2021	0.0	Prata	automático	4.0	63740.0	0.0
481	Hyundai HB20 1.6 Vision 	2021	0.0	Prata	automático		69940.0	0.0
482	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Branco	automático	4.0	70990.0	0.0
483	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Branco	automático	5.0	70990.0	0.0
484	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Cinza	automático	5.0	73990.0	0.0
485	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Vermelho	automático	5.0	71940.0	0.0
486	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Branco	automático	4.0	71990.0	0.0
487	Hyundai HB20 1.0 T-GDI Sport 	2021	0.0	Prata	automático	4.0	74899.0	0.0
488	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	33472.0	0.0
489	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
490	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
491	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual		33472.0	0.0
492	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
493	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual	4.0	33472.0	0.0
494	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual		33472.0	0.0
495	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
496	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
497	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual		33472.0	0.0
498	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual		33472.0	0.0
499	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual	5.0	33472.0	0.0
500	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	5.0	33479.0	0.0
501	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual	2.0	33599.0	0.0
502	Hyundai HB20 1.0 Sense 	2020	0.0	Cinza	manual	5.0	33899.0	0.0
503	Hyundai HB20 1.0 Sense 	2020	0.0	Cinza	manual		34552.0	0.0
504	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual		34552.0	0.0
505	Hyundai HB20 1.0 Vision 	2020	0.0	Preto	manual	4.0	35272.0	0.0
506	Chevrolet Onix 1.0 Joy SPE/4 	2019	30.15	Prata	manual	5.0	35990.0	0.0
507	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Prata	automático	4.0	72690.0	0.0
508	Hyundai HB20 1.0 Vision 	2020	0.0	Prata	manual	4.0	35272.0	0.0
509	Hyundai HB20 1.0 Vision 	2020	0.0	Várias cores	manual	4.0	35272.0	0.0
510	Hyundai HB20 1.0 Vision 	2020	0.0	Preto	manual	5.0	35272.0	0.0
511	Hyundai HB20 1.0 Vision 	2020	0.0	Preto	manual	5.0	35289.0	0.0
512	Hyundai HB20 1.0 Sense 	2020	0.0	Cinza	manual	5.0	37990.0	0.0
513	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual	5.0	38320.0	0.0
514	Hyundai HB20 1.0 Vision blueMedia 	2020	0.0	Várias cores	manual	4.0	38490.0	0.0
515	Hyundai HB20 1.0 Vision blueMedia 	2020	0.0	Várias cores	manual		38490.0	0.0
516	Hyundai HB20 1.0 Sense 	2020	559.0	Branco	manual	4.0	38800.0	0.0
517	Hyundai HB20 1.0 Sense 	2020	259.0	Branco	manual	4.0	38900.0	0.0
518	Hyundai HB20 1.0 Sense 	2020	356.0	Preto	manual	4.0	38900.0	0.0
519	Hyundai HB20 1.0 Sense 	2020	152.0	Preto	manual	4.0	40500.0	0.0
520	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	40870.0	0.0
521	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual	4.0	40870.0	0.0
522	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	4.0	42900.0	0.0
523	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	4.0	42890.0	0.0
524	Hyundai HB20 1.0 Sense 	2020	259.0	Prata	manual	4.0	40900.0	0.0
525	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual	5.0	40990.0	0.0
526	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Branco	automático	4.0	72990.0	0.0
527	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual	5.0	40990.0	0.0
528	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	5.0	40990.0	0.0
529	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	5.0	40990.0	0.0
530	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual	5.0	41999.0	0.0
531	Hyundai HB20 1.0 Sense 	2020	0.0	Não informada.	manual	4.0	42500.0	0.0
532	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	42990.0	0.0
533	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	43890.0	0.0
534	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual	4.0	43890.0	0.0
535	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	43990.0	0.0
536	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	5.0	44490.0	0.0
537	Hyundai HB20 1.0 Sense 	2020	0.0	Cinza	manual		44580.0	0.0
538	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual		44580.0	0.0
539	Hyundai HB20 1.0 Sense 	2020	0.0	Preto	manual	4.0	44900.0	0.0
540	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	4.0	44990.0	0.0
541	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Laranja	automático	5.0	72990.0	0.0
542	Hyundai HB20 1.0 Vision 	2020	0.0	Branco	manual	5.0	44990.0	0.0
543	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	44990.0	0.0
544	Hyundai HB20 1.6 Vision 	2020	0.0	Várias cores	automático	4.0	45208.0	0.0
545	Hyundai HB20 1.0 Evolution 	2020	0.0	Várias cores	manual		45728.0	0.0
546	Hyundai HB20 1.0 Sense 	2020	0.0	manual			45940.0	0.0
547	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual		48990.0	0.0
548	Hyundai HB20 1.0 Sense 	2020	0.0	Várias cores	manual	4.0	45990.0	0.0
549	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	45990.0	0.0
550	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual		45990.0	0.0
551	Hyundai HB20 1.0 Vision 	2020	0.0	Preto	manual	5.0	45990.0	0.0
552	Hyundai HB20 1.0 Sense 	2020	1.0	Branco	manual	4.0	46900.0	0.0
553	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	4.0	46900.0	0.0
554	Hyundai HB20 1.0 Vision 	2020	0.0	Não informada.	manual	4.0	46990.0	0.0
555	Hyundai HB20 1.0 Sense 	2020	0.0	Vermelho	manual	4.0	46990.0	0.0
556	Hyundai HB20 1.6 Vision 	2020	0.0	Várias cores	manual	5.0	46990.0	0.0
557	Hyundai HB20 1.6 Vision 	2020	0.0	Várias cores	manual		46990.0	0.0
558	Hyundai HB20 1.0 Vision blueMedia 	2020	0.0	Vermelho	manual		48860.0	0.0
559	Hyundai HB20 1.0 Sense 	2020	798.0	Branco	manual	4.0	49800.0	0.0
560	Hyundai HB20 1.0 Vision 	2020	0.0	Várias cores	manual	4.0	49990.0	0.0
561	Hyundai HB20 1.0 Sense 	2020	0.0	Branco	manual	4.0	49990.0	0.0
562	Hyundai HB20 1.0 Sense 	2020	0.0	Prata	manual	4.0	49990.0	0.0
563	Hyundai HB20 1.0 Vision 	2020	0.0	Vermelho	manual	4.0	49990.0	0.0
564	Hyundai HB20 1.0 Vision 	2020	0.0	Preto	manual	4.0	50890.0	0.0
565	Hyundai HB20 1.6 Vision 	2020	0.0	Várias cores	automático	5.0	50990.0	0.0
566	Hyundai HB20 1.0 Vision 	2020	0.0	Prata	manual	4.0	51690.0	0.0
567	Hyundai HB20 1.0 Evolution 	2020	7.3	Vermelho	manual	5.0	51900.0	0.0
568	Hyundai HB20 1.0 Evolution 	2020	0.0	Branco	manual	4.0	53990.0	0.0
569	Hyundai HB20 1.0 Evolution 	2020	0.0	Branco	manual	4.0	56900.0	0.0
570	Hyundai HB20 1.6 Vision 	2020	2.0	Cinza	automático	5.0	57900.0	0.0
571	Hyundai HB20 1.0 Evolution 	2020	0.0	Prata	manual	4.0	58900.0	0.0
572	Hyundai HB20 1.6 Vision 	2020	0.0	Branco	automático	5.0	58950.0	0.0
573	Hyundai HB20 1.6 Launch Edition 	2020	42.5	Prata	automático	4.0	59990.0	0.0
574	Hyundai HB20 1.0 T-GDI Evolution 	2020	0.0	Branco	automático		61990.0	0.0
575	Hyundai HB20 1.6 Vision 	2020	0.0	automático			62790.0	0.0
576	Hyundai HB20 1.6 Vision 	2020	0.0	automático			62790.0	0.0
577	Hyundai HB20 1.6 Launch Edition 	2020	0.0	Vermelho	automático		63990.0	0.0
578	Hyundai HB20 1.0 T-GDI Evolution 	2020	0.0	Várias cores	automático	4.0	63990.0	0.0
579	Hyundai HB20 1.6 Launch Edition 	2020	6.0	Branco	automático	5.0	64900.0	0.0
580	Chevrolet Onix 1.0 LT SPE/4 	2019	31.0	Cinza	manual	4.0	36900.0	0.0
581	Hyundai HB20 1.0 T-GDI Evolution 	2020	0.0	Branco	automático	5.0	66990.0	0.0
582	Hyundai HB20 1.0 T-GDI Evolution 	2020	0.0	Preto	automático	4.0	67190.0	0.0
583	Hyundai HB20 1.0 T-GDI Evolution 	2020	411.0	Prata	automático	4.0	67900.0	0.0
584	Hyundai HB20 1.0 T-GDI Diamond 	2020	0.0	Branco	automático	5.0	68000.0	0.0
585	Hyundai HB20 1.0 T-GDI Sport 	2020	0.0	Branco	manual	4.0	68990.0	0.0
586	Hyundai HB20 1.0 T-GDI Sport 	2020	0.0	Cinza	automático	4.0	68990.0	0.0
587	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Branco	automático		69490.0	0.0
588	Hyundai HB20 1.0 T-GDI Diamond 	2020	0.0	Vermelho	automático	4.0	69990.0	0.0
589	Hyundai HB20 1.0 T-GDI Sport 	2020	0.0	Branco	automático	4.0	69990.0	0.0
590	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Branco	automático	4.0	69990.0	0.0
591	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	600.0	Prata	automático		69990.0	0.0
592	Hyundai HB20 1.6 Launch Edition 	2020	0.0	Prata	automático	4.0	70940.0	0.0
593	Hyundai HB20 1.0 Unique 	2019	32.0	Prata	manual	5.0	40900.0	0.0
